Number,X,Y,Al,Ti,Cr,Fe,Co,Ni,Cu,Zr,Mo,W,Mn,Si,Mg,Resistance,Thickness,Resistivity,Ex_resistivity,ravg,delta,dHmix,Amorphous,ENavg,dEN,N,Compo
246,-25,-25,46.14713,24.84711,29.00575,0,0,0,0,0,0,0,0,0,0,1.088,460.8448,227.1338115,211.8494076,0.143990728,0.109432519,-21.13158762,1,1.626987425,0.02148052,3,Al/Cr/Ti
247,-25,-5,39.18157,28.47102,32.34741,0,0,0,0,0,0,0,0,0,0,0.986,511,228.242238,211.2026717,0.144295221,0.116186791,-21.03485891,1,1.629020807,0.021802871,3,Al/Cr/Ti
248,-25,15,31.60539,33.53211,34.8625,0,0,0,0,0,0,0,0,0,0,0.924,536.2786,224.4712062,205.1923646,0.145107778,0.122908689,-20.39815352,1,1.630784461,0.02175088,3,Al/Cr/Ti
249,-25,25,27.99054,36.31098,35.69848,0,0,0,0,0,0,0,0,0,0,0.887,545.9638,219.3742604,198.9195895,0.145652019,0.125770075,-19.82273721,1,1.631480338,0.021618697,3,Al/Cr/Ti
250,-35,-15,45.79955,28.11964,26.08081,0,0,0,0,0,0,0,0,0,0,1.013,500.6316,229.7343343,213.4502962,0.145335364,0.10983094,-22.28583211,1,1.625852369,0.020708508,3,Al/Cr/Ti
251,-35,5,38.56849,32.39401,29.03751,0,0,0,0,0,0,0,0,0,0,0.907,539.1056,221.502857,203.245619,0.145871765,0.116398915,-22.10618416,1,1.627758317,0.021047083,3,Al/Cr/Ti
252,-5,-25,39.70062,22.39863,37.90075,0,0,0,0,0,0,0,0,0,0,1.093,443.0473,219.3655666,204.1684818,0.141777523,0.114014087,-19.06659672,1,1.631190238,0.022823041,3,Al/Cr/Ti
253,-5,-5,33.17316,24.83806,41.98878,0,0,0,0,0,0,0,0,0,0,0.976,494.0769,218.4452316,201.8855602,0.141651535,0.120108949,-18.37926087,1,1.633478196,0.022876448,3,Al/Cr/Ti
254,-5,15,26.80659,29.44973,43.74369,0,0,0,0,0,0,0,0,0,0,0.921,528.431,220.4682828,201.9210603,0.142488583,0.126623597,-17.77091031,1,1.634816979,0.022520382,3,Al/Cr/Ti
255,-5,35,20.65518,34.58362,44.7612,0,0,0,0,0,0,0,0,0,0,0.862,557.1414,217.5559167,196.8882841,0.143588889,0.132290529,-16.60458545,1,1.635838962,0.022044538,3,Al/Cr/Ti
256,35,-5,20.41488,20.41267,59.17244,0,0,0,0,0,0,0,0,0,0,1.025,451.5758,209.6779333,193.1670626,0.137452114,0.123576472,-13.21468852,1,1.641627326,0.022347833,3,Al/Cr/Ti
257,35,15,14.3557,23.78249,61.8618,0,0,0,0,0,0,0,0,0,0,0.773,493.5242,172.8168756,154.7150787,0.137810484,0.130239082,-11.76868666,1,1.643308988,0.021466904,3,Al/Cr/Ti
258,25,-25,29.98228,19.0629,50.95482,0,0,0,0,0,0,0,0,0,0,1.305,415.3431,245.5363037,230.3660028,0.138593857,0.117417703,-15.68932777,1,1.6373837,0.023303785,3,Al/Cr/Ti
259,25,-15,26.83826,20.41341,52.74833,0,0,0,0,0,0,0,0,0,0,1.179,437.5454,233.68731,217.8089227,0.138608653,0.120551007,-15.25198365,1,1.638415506,0.023058202,3,Al/Cr/Ti
260,25,5,20.47439,23.03556,56.49006,0,0,0,0,0,0,0,0,0,0,0.954,483.4118,208.9122103,191.6334463,0.138590694,0.126540458,-13.92965102,1,1.640548747,0.022406942,3,Al/Cr/Ti
261,25,25,14.80179,27.50778,57.69044,0,0,0,0,0,0,0,0,0,0,0.771,518.9586,181.2530375,162.0962175,0.13949268,0.133451913,-12.74508032,1,1.641596159,0.021713171,3,Al/Cr/Ti
262,15,-35,36.46687,19.00936,44.52377,0,0,0,0,0,0,0,0,0,0,1.352,403.25,246.972882,232.4571075,0.139738061,0.113697706,-17.18294389,1,1.634162821,0.023414989,3,Al/Cr/Ti
263,15,-25,33.09496,20.09155,46.81349,0,0,0,0,0,0,0,0,0,0,1.234,422.75,236.3180955,221.1509418,0.139596459,0.116759383,-16.80986645,1,1.6354159,0.023333684,3,Al/Cr/Ti
264,15,15,20.85135,26.45984,52.68881,0,0,0,0,0,0,0,0,0,0,0.903,512.3057,209.5632573,191.3114625,0.140130974,0.129213054,-14.91879684,1,1.638990389,0.022432954,3,Al/Cr/Ti
265,15,35,15.21109,31.19105,53.59786,0,0,0,0,0,0,0,0,0,0,0.825,544.9172,203.6491806,183.4461132,0.141150148,0.135385348,-13.6354918,1,1.639918035,0.021818541,3,Al/Cr/Ti
266,5,-15,33.0618,22.3829,44.5553,0,0,0,0,0,0,0,0,0,0,1.01,454.5385,207.9649999,192.1186317,0.140575771,0.118687494,-17.56491634,1,1.63451594,0.023135127,3,Al/Cr/Ti
267,5,-35,39.76236,20.11219,40.12545,0,0,0,0,0,0,0,0,0,0,1.233,412.3986,230.3448256,215.828322,0.140805467,0.112492509,-18.23805791,1,1.632073944,0.023151446,3,Al/Cr/Ti
268,5,25,21.27295,30.10341,48.62363,0,0,0,0,0,0,0,0,0,0,0.858,538.6879,209.3739808,190.0888617,0.141773585,0.130857696,-15.92059602,1,1.637321995,0.022342647,3,Al/Cr/Ti
269,5,5,26.91322,25.3722,47.71459,0,0,0,0,0,0,0,0,0,0,1.016,506.0764,232.9206509,215.5868029,0.140754438,0.124710818,-16.72053177,1,1.636394676,0.022837833,3,Al/Cr/Ti
270,-10,-10,0,0,16.21,70.24,0,13.55,0,0,0,0,0,0,0,1.31447575,348,207.2192151,197.5038861,0.1242976,0.00367829,-1.83184516,0,1.813283,0.072611514,3,Ni/Fe/Cr
271,-10,0,0,0,21.71,61.08,0,17.21,0,0,0,0,0,0,0,1.409353205,326,208.1304626,198.3542716,0.1243892,0.003919704,-2.41752964,0,1.806861,0.082705602,3,Ni/Fe/Cr
272,-10,10,0,0,27.51,54.78,0,17.71,0,0,0,0,0,0,0,1.28987766,304,177.6316323,167.7012213,0.1244522,0.003999205,-2.74308804,0,1.797401,0.089560791,3,Ni/Fe/Cr
273,-15,-15,0,0,16.01,70.6,0,13.39,0,0,0,0,0,0,0,1.350679094,343.8801579,210.4056983,200.6918613,0.124294,0.003665438,-1.80863652,0,1.813495,0.072190269,3,Ni/Fe/Cr
274,-15,15,0,0,31.28,50.77,0,17.95,0,0,0,0,0,0,0,1.24459435,290.2259477,163.6297494,153.5968174,0.1244923,0.004015836,-2.93642424,0,1.791184,0.093177455,3,Ni/Fe/Cr
275,-20,0,0,0,25.74742526,59.5340466,0,14.71852815,0,0,0,0,0,0,0,1.646956007,286.8464009,214.0078015,204.0481575,0.12440466,0.003945399,-2.375241968,0,1.7980042,0.085786132,3,Ni/Fe/Cr
276,-5,-5,0,0,18.34,66.01,0,15.65,0,0,0,0,0,0,0,1.25078604,359,203.4115813,193.6909753,0.1243399,0.003809517,-2.11435336,0,1.811342,0.077160476,3,Ni/Fe/Cr
277,-5,5,0,0,24.25,57.7,0,18.05,0,0,0,0,0,0,0,1.30889655,337,199.8174562,189.9903712,0.124423,0.003970612,-2.618473,0,1.803215,0.086290288,3,Ni/Fe/Cr
278,0,-10,0,0,14.48144814,69.7169717,0,15.80158016,0,0,0,0,0,0,0,0.985358534,383.5,171.181904,161.5768725,0.12430283,0.003696476,-1.925875076,0,1.818022802,0.071084361,3,Ni/Fe/Cr
279,0,-20,0,0,12.67,74.42,0,12.91,0,0,0,0,0,0,0,0.692889027,397,124.6098555,114.9796805,0.1242558,0.003511385,-1.60376548,0,1.818789,0.066046828,3,Ni/Fe/Cr
280,0,0,0,0,18.59,63.83,0,17.58,0,0,0,0,0,0,0,1.180103735,370,197.797187,188.12108,0.1243617,0.00386367,-2.28741916,0,1.812461,0.078676639,3,Ni/Fe/Cr
281,0,10,0,0,24.78,54.1,0,21.12,0,0,0,0,0,0,0,1.19007811,332.6666667,179.342391,169.582265,0.124459,0.004003858,-2.91570288,0,1.80477,0.088749913,3,Ni/Fe/Cr
282,0,20,0,0,28.51,48.9,0,22.59,0,0,0,0,0,0,0,1.167652041,314,166.0891616,156.2606346,0.124511,0.004014738,-3.24469092,0,1.799605,0.093601784,3,Ni/Fe/Cr
283,10,-10,0,0,11.60116012,70.94709471,0,17.45174517,0,0,0,0,0,0,0,0.738156427,396.75,132.6671937,123.1896269,0.124290529,0.003652785,-1.886637309,0,1.824239424,0.066606777,3,Ni/Fe/Cr
284,10,0,0,0,16.28,63.86,0,19.86,0,0,0,0,0,0,0,0.951858518,370,159.5410061,149.9927621,0.1243614,0.003862984,-2.33576224,0,1.818212,0.076400282,3,Ni/Fe/Cr
285,10,10,0,0,19.59,57.11,0,23.3,0,0,0,0,0,0,0,1.05832212,350.3333333,167.9567788,158.4050678,0.1244289,0.003977524,-2.79009596,0,1.815337,0.083292895,3,Ni/Fe/Cr
286,15,-15,0,0,10.7,72.02,0,17.28,0,0,0,0,0,0,0,0.555786642,414.0909925,104.2562477,94.80012173,0.1242798,0.003612018,-1.82155888,0,1.825634,0.064646408,3,Ni/Fe/Cr
287,15,15,0,0,20.37,54.15,0,25.48,0,0,0,0,0,0,0,1.028736081,340.5,158.6789399,149.1631109,0.1244585,0.004003542,-2.99828508,0,1.815755,0.085526195,3,Ni/Fe/Cr
288,20,0,0,0,14.01140114,63.73637364,0,22.25222522,0,0,0,0,0,0,0,0.776193341,370,130.0977659,120.679196,0.124362636,0.0038658,-2.364832863,0,1.823982398,0.073737547,3,Ni/Fe/Cr
289,5,-5,0,0,14.65,66.44,0,18.91,0,0,0,0,0,0,0,0.964969646,383.375,167.5851928,158.0585958,0.1243356,0.003797784,-2.17013092,0,1.820223,0.073133442,3,Ni/Fe/Cr
290,5,5,0,0,20.54,59.84,0,19.62,0,0,0,0,0,0,0,1.10489607,360.1666667,180.2698707,170.5920807,0.1244016,0.003940639,-2.55927952,0,1.810778,0.082596941,3,Ni/Fe/Cr
291,-10,-10,0,0,16.21,70.24,0,13.55,0,0,0,0,0,0,0,1.956604875,348,308.4470189,298.7316899,0.1242976,0.00367829,-1.83184516,0,1.813283,0.072611514,3,Ni/Fe/Cr
292,-10,0,0,0,21.71,61.08,0,17.21,0,0,0,0,0,0,0,2.091726985,326,308.9020577,299.1258667,0.1243892,0.003919704,-2.41752964,0,1.806861,0.082705602,3,Ni/Fe/Cr
293,-10,10,0,0,27.51,54.78,0,17.71,0,0,0,0,0,0,0,1.95560062,304,269.3096726,259.3792616,0.1244522,0.003999205,-2.74308804,0,1.797401,0.089560791,3,Ni/Fe/Cr
294,-15,-15,0,0,16.01,70.6,0,13.39,0,0,0,0,0,0,0,2.036328276,343.8801579,317.2145587,307.5007217,0.124294,0.003665438,-1.80863652,0,1.813495,0.072190269,3,Ni/Fe/Cr
295,-15,15,0,0,31.28,50.77,0,17.95,0,0,0,0,0,0,0,2.036568945,290.2259477,267.7525139,257.7195819,0.1244923,0.004015836,-2.93642424,0,1.791184,0.093177455,3,Ni/Fe/Cr
296,-20,0,0,0,25.74742526,59.5340466,0,14.71852815,0,0,0,0,0,0,0,2.481802933,286.8464009,322.4889963,312.5293522,0.12440466,0.003945399,-2.375241968,0,1.7980042,0.085786132,3,Ni/Fe/Cr
297,-5,-5,0,0,18.34,66.01,0,15.65,0,0,0,0,0,0,0,1.8639529,359,303.1290683,293.4084623,0.1243399,0.003809517,-2.11435336,0,1.811342,0.077160476,3,Ni/Fe/Cr
298,-5,5,0,0,24.25,57.7,0,18.05,0,0,0,0,0,0,0,1.88202952,337,287.3125086,277.4854236,0.124423,0.003970612,-2.618473,0,1.803215,0.086290288,3,Ni/Fe/Cr
299,0,-10,0,0,14.48144814,69.7169717,0,15.80158016,0,0,0,0,0,0,0,1.59472534,383.5,277.0444571,267.4394256,0.12430283,0.003696476,-1.925875076,0,1.818022802,0.071084361,3,Ni/Fe/Cr
300,0,-20,0,0,12.67,74.42,0,12.91,0,0,0,0,0,0,0,1.307007109,397,235.0534655,225.4232905,0.1242558,0.003511385,-1.60376548,0,1.818789,0.066046828,3,Ni/Fe/Cr
301,0,0,0,0,18.59,63.83,0,17.58,0,0,0,0,0,0,0,1.721677015,370,288.5702845,278.8941775,0.1243617,0.00386367,-2.28741916,0,1.812461,0.078676639,3,Ni/Fe/Cr
302,0,10,0,0,24.78,54.1,0,21.12,0,0,0,0,0,0,0,1.68122159,332.6666667,253.3567312,243.5966052,0.124459,0.004003858,-2.91570288,0,1.80477,0.088749913,3,Ni/Fe/Cr
303,0,20,0,0,28.51,48.9,0,22.59,0,0,0,0,0,0,0,1.647559518,314,234.3521609,224.5236339,0.124511,0.004014738,-3.24469092,0,1.799605,0.093601784,3,Ni/Fe/Cr
304,10,-10,0,0,11.60116012,70.94709471,0,17.45174517,0,0,0,0,0,0,0,1.298389045,396.75,233.3565417,223.8789749,0.124290529,0.003652785,-1.886637309,0,1.824239424,0.066606777,3,Ni/Fe/Cr
305,10,0,0,0,16.28,63.86,0,19.86,0,0,0,0,0,0,0,1.41490141,370,237.1516253,227.6033813,0.1243614,0.003862984,-2.33576224,0,1.818212,0.076400282,3,Ni/Fe/Cr
306,10,10,0,0,19.59,57.11,0,23.3,0,0,0,0,0,0,0,1.435910215,350.3333333,227.880387,218.328676,0.1244289,0.003977524,-2.79009596,0,1.815337,0.083292895,3,Ni/Fe/Cr
307,15,-15,0,0,10.7,72.02,0,17.28,0,0,0,0,0,0,0,1.111865253,414.0909925,208.5672639,199.1111379,0.1242798,0.003612018,-1.82155888,0,1.825634,0.064646408,3,Ni/Fe/Cr
308,15,15,0,0,20.37,54.15,0,25.48,0,0,0,0,0,0,0,1.336944778,340.5,206.2190527,196.7032237,0.1244585,0.004003542,-2.99828508,0,1.815755,0.085526195,3,Ni/Fe/Cr
309,20,0,0,0,14.01140114,63.73637364,0,22.25222522,0,0,0,0,0,0,0,1.185703182,370,198.7357103,189.3171405,0.124362636,0.0038658,-2.364832863,0,1.823982398,0.073737547,3,Ni/Fe/Cr
310,5,-5,0,0,14.65,66.44,0,18.91,0,0,0,0,0,0,0,1.50735501,383.375,261.7806488,252.2540518,0.1243356,0.003797784,-2.17013092,0,1.820223,0.073133442,3,Ni/Fe/Cr
311,5,5,0,0,20.54,59.84,0,19.62,0,0,0,0,0,0,0,1.57004046,360.1666667,256.1607363,246.4829463,0.1244016,0.003940639,-2.55927952,0,1.810778,0.082596941,3,Ni/Fe/Cr
312,-15,-15,12.365625,0,0,0,0,19.991375,13.8075,53.8355,0,0,0,0,0,0.699,744.52,235.7500244,211.1404977,0.147559173,0.111232527,-42.16251637,1,1.559276475,0.263132098,4,Zr/Cu/Ni/Al
313,-15,-35,9.3997707,0,0,0,0,21.678501,9.9866067,58.935121,0,0,0,0,0,0.645,765.92792,223.7926493,197.0619741,0.148797551,0.110807917,-41.31407785,1,1.538978314,0.262812563,4,Zr/Cu/Ni/Al
314,-15,15,17.303625,0,0,0,0,16.589375,19.7775,46.3295,0,0,0,0,0,0.801,692.98,251.4498719,230.0050962,0.145849893,0.109996377,-39.34246087,1,1.587400275,0.259566746,4,Zr/Cu/Ni/Al
315,-25,-25,11.628556,0,0,0,0,24.601157,12.260465,51.509821,0,0,0,0,0,0.715,719.33851,232.9901467,209.0857645,0.146519587,0.114379119,-43.02441621,1,1.575131305,0.267619071,4,Zr/Cu/Ni/Al
316,-25,-5,17.06,0,0,0,0,21.695,15.795,45.45,0,0,0,0,0,0.794,690.75,248.4503415,227.0952979,0.14536115,0.111847143,-42.47509555,1,1.5936305,0.261101387,4,Zr/Cu/Ni/Al
317,-25,25,21.414031,0,0,0,0,18.101858,21.456846,39.027265,0,0,0,0,0,0.874,640.35887,253.5321645,234.9197095,0.143938319,0.109173114,-39.38131376,1,1.617254085,0.254718734,4,Zr/Cu/Ni/Al
318,-25,5,18.706,0,0,0,0,20.561,17.785,42.948,0,0,0,0,0,0.831,673.57,253.5607115,233.2605849,0.14479139,0.111034998,-41.23233325,1,1.6030051,0.259006541,4,Zr/Cu/Ni/Al
319,-35,15,25.937806,0,0,0,0,21.56959,19.16317,33.329434,0,0,0,0,0,0.909,630.41617,259.5908792,243.0555051,0.142575591,0.107093925,-40.27580366,1,1.636959548,0.24684472,4,Zr/Cu/Ni/Al
320,-5,-25,9.578875,0,0,0,0,17.816125,11.3125,61.2925,0,0,0,0,0,0.62,808.9,227.187654,199.7051901,0.149741798,0.107473077,-39.48622992,1,1.524635625,0.257516152,4,Zr/Cu/Ni/Al
321,-5,-5,12.870875,0,0,0,0,15.548125,15.2925,56.2885,0,0,0,0,0,0.7,774.54,245.606634,220.2340041,0.148602278,0.107796058,-39.71851709,1,1.543384825,0.257966873,4,Zr/Cu/Ni/Al
322,-5,25,16.13975,0,0,0,0,14.299,24.35625,45.205,0,0,0,0,0,0.796,684.15,246.6962802,225.8376533,0.145361693,0.11065834,-36.53959345,1,1.596956125,0.261960462,4,Zr/Cu/Ni/Al
323,-5,5,14.516875,0,0,0,0,14.414125,17.2825,53.7865,0,0,0,0,0,0.726,757.36,249.0790421,224.7613292,0.148032518,0.10775251,-38.90539575,1,1.552759425,0.257680864,4,Zr/Cu/Ni/Al
324,15,-15,8.60955,0,0,0,0,10.4942,12.91125,67.985,0,0,0,0,0,0.533,878.35,212.0767292,182.2829922,0.152091507,0.098804801,-31.37320386,1,1.488567225,0.24260557,4,Zr/Cu/Ni/Al
325,15,15,10.87695,0,0,0,0,10.5368,23.83125,54.755,0,0,0,0,0,0.658,764.65,227.9222841,203.4521013,0.147932139,0.109229553,-33.89273253,1,1.557407025,0.263983144,4,Zr/Cu/Ni/Al
326,15,35,11.338116,0,0,0,0,9.7881811,33.638299,45.235404,0,0,0,0,0,0.77,673.57064,234.9481749,214.3608382,0.144787109,0.112963153,-33.61828432,1,1.610256481,0.269376434,4,Zr/Cu/Ni/Al
327,25,-25,5.7775671,0,0,0,0,8.2497111,9.3746065,76.598115,0,0,0,0,0,0.474,961.7518,206.50927,173.3793472,0.154662502,0.088730195,-28.26570455,1,1.447460765,0.221229982,4,Zr/Cu/Ni/Al
328,25,-5,7.0122,0,0,0,0,8.7828,16.02,68.185,0,0,0,0,0,0.558,896.7,226.6624458,196.8932739,0.151971246,0.099829532,-29.10740667,1,1.4918884,0.246746895,4,Zr/Cu/Ni/Al
329,25,25,9.8455158,0,0,0,0,8.9194879,27.896536,53.33846,0,0,0,0,0,0.675,753.34898,230.3552844,206.5526621,0.147344319,0.110553405,-33.19038973,1,1.568310725,0.267521744,4,Zr/Cu/Ni/Al
330,25,5,7.768,0,0,0,0,8.797,19.66,63.775,0,0,0,0,0,0.598,858.8,232.6437672,204.6491133,0.15058479,0.104037047,-31.52220717,1,1.514835,0.255723645,4,Zr/Cu/Ni/Al
331,35,-15,3.5105133,0,0,0,0,7.0833363,9.8741736,79.531977,0,0,0,0,0,0.434,1031.8018,202.8542975,168.6217427,0.155354949,0.08627152,-26.29705586,1,1.43719558,0.217188591,4,Zr/Cu/Ni/Al
332,5,-25,8.438125,0,0,0,0,14.506875,10.8075,66.2475,0,0,0,0,0,0.545,856.1,211.3582485,182.0577644,0.151354663,0.102498426,-35.84235872,1,1.499369375,0.248684941,4,Zr/Cu/Ni/Al
333,5,-5,11.61885,0,0,0,0,12.3824,14.99375,61.005,0,0,0,0,0,0.652,819.15,241.9408674,214.8401674,0.150113056,0.103948873,-36.36404653,1,1.519815075,0.251889863,4,Zr/Cu/Ni/Al
334,5,25,13.88625,0,0,0,0,12.425,25.91375,47.775,0,0,0,0,0,0.725,705.45,231.6874163,209.9102704,0.145953688,0.110965861,-34.73343447,1,1.588654875,0.264529676,4,Zr/Cu/Ni/Al
335,5,5,12.37465,0,0,0,0,12.3966,18.63375,56.595,0,0,0,0,0,0.677,781.25,239.5945313,214.2683493,0.1487266,0.107075521,-36.32425587,1,1.542761675,0.258219696,4,Zr/Cu/Ni/Al
336,-15,-15,12.365625,0,0,0,0,19.991375,13.8075,53.8355,0,0,0,0,0,0.66,744.52,222.5965896,197.9870629,0.147559173,0.111232527,-42.16251637,0,1.559276475,0.263132098,4,Zr/Cu/Ni/Al
337,-15,-35,9.3997707,0,0,0,0,21.678501,9.9866067,58.935121,0,0,0,0,0,0.623,765.92792,216.1594117,189.4287364,0.148797551,0.110807917,-41.31407785,0,1.538978314,0.262812563,4,Zr/Cu/Ni/Al
338,-15,15,17.303625,0,0,0,0,16.589375,19.7775,46.3295,0,0,0,0,0,0.674,692.98,211.5820396,190.1372639,0.145849893,0.109996377,-39.34246087,0,1.587400275,0.259566746,4,Zr/Cu/Ni/Al
339,-25,-25,11.628556,0,0,0,0,24.601157,12.260465,51.509821,0,0,0,0,0,0.672,719.33851,218.9781519,195.0737697,0.146519587,0.114379119,-43.02441621,0,1.575131305,0.267619071,4,Zr/Cu/Ni/Al
340,-25,-5,17.06,0,0,0,0,21.695,15.795,45.45,0,0,0,0,0,0.682,690.75,213.4044495,192.0494059,0.14536115,0.111847143,-42.47509555,0,1.5936305,0.261101387,4,Zr/Cu/Ni/Al
341,-25,25,21.414031,0,0,0,0,18.101858,21.456846,39.027265,0,0,0,0,0,0.703,640.35887,203.9280454,185.3155904,0.143938319,0.109173114,-39.38131376,0,1.617254085,0.254718734,4,Zr/Cu/Ni/Al
342,-25,5,18.706,0,0,0,0,20.561,17.785,42.948,0,0,0,0,0,0.688,673.57,209.9275205,189.6273939,0.14479139,0.111034998,-41.23233325,0,1.6030051,0.259006541,4,Zr/Cu/Ni/Al
343,-35,15,25.937806,0,0,0,0,21.56959,19.16317,33.329434,0,0,0,0,0,0.734,630.41617,209.6146374,193.0792632,0.142575591,0.107093925,-40.27580366,0,1.636959548,0.24684472,4,Zr/Cu/Ni/Al
344,-5,-25,9.578875,0,0,0,0,17.816125,11.3125,61.2925,0,0,0,0,0,0.584,808.9,213.9961128,186.5136489,0.149741798,0.107473077,-39.48622992,0,1.524635625,0.257516152,4,Zr/Cu/Ni/Al
345,-5,-5,12.870875,0,0,0,0,15.548125,15.2925,56.2885,0,0,0,0,0,0.668,774.54,234.3789022,209.0062723,0.148602278,0.107796058,-39.71851709,0,1.543384825,0.257966873,4,Zr/Cu/Ni/Al
346,-5,25,16.13975,0,0,0,0,14.299,24.35625,45.205,0,0,0,0,0,0.681,684.15,211.055486,190.196859,0.145361693,0.11065834,-36.53959345,0,1.596956125,0.261960462,4,Zr/Cu/Ni/Al
347,-5,5,14.516875,0,0,0,0,14.414125,17.2825,53.7865,0,0,0,0,0,0.672,757.36,230.5525018,206.2347889,0.148032518,0.10775251,-38.90539575,0,1.552759425,0.257680864,4,Zr/Cu/Ni/Al
348,15,-15,8.60955,0,0,0,0,10.4942,12.91125,67.985,0,0,0,0,0,0.475,878.35,188.9989613,159.2052243,0.152091507,0.098804801,-31.37320386,0,1.488567225,0.24260557,4,Zr/Cu/Ni/Al
349,15,15,10.87695,0,0,0,0,10.5368,23.83125,54.755,0,0,0,0,0,0.626,764.65,216.8379177,192.3677349,0.147932139,0.109229553,-33.89273253,0,1.557407025,0.263983144,4,Zr/Cu/Ni/Al
350,15,35,11.338116,0,0,0,0,9.7881811,33.638299,45.235404,0,0,0,0,0,0.717,673.57064,218.7764174,198.1890807,0.144787109,0.112963153,-33.61828432,0,1.610256481,0.269376434,4,Zr/Cu/Ni/Al
351,25,-25,5.7775671,0,0,0,0,8.2497111,9.3746065,76.598115,0,0,0,0,0,0.249,961.7518,108.4827178,75.35279497,0.154662502,0.088730195,-28.26570455,0,1.447460765,0.221229982,4,Zr/Cu/Ni/Al
352,25,-5,7.0122,0,0,0,0,8.7828,16.02,68.185,0,0,0,0,0,0.503,896.7,204.3211653,174.5519934,0.151971246,0.099829532,-29.10740667,0,1.4918884,0.246746895,4,Zr/Cu/Ni/Al
353,25,25,9.8455158,0,0,0,0,8.9194879,27.896536,53.33846,0,0,0,0,0,0.707,753.34898,241.2758312,217.473209,0.147344319,0.110553405,-33.19038973,0,1.568310725,0.267521744,4,Zr/Cu/Ni/Al
354,25,5,7.768,0,0,0,0,8.797,19.66,63.775,0,0,0,0,0,0.586,858.8,227.9753304,199.9806765,0.15058479,0.104037047,-31.52220717,0,1.514835,0.255723645,4,Zr/Cu/Ni/Al
355,35,15,3.5105133,0,0,0,0,7.0833363,9.8741736,79.531977,0,0,0,0,0,0.667,847.6261,256.1110737,221.878519,0.155354949,0.08627152,-32.385552,0,1.43719558,0.217188591,4,Zr/Cu/Ni/Al
356,5,-25,8.438125,0,0,0,0,14.506875,10.8075,66.2475,0,0,0,0,0,0.526,856.1,203.9897958,174.6893117,0.151354663,0.102498426,-35.84235872,0,1.499369375,0.248684941,4,Zr/Cu/Ni/Al
357,5,-5,11.61885,0,0,0,0,12.3824,14.99375,61.005,0,0,0,0,0,0.659,819.15,244.5383921,217.4376921,0.150113056,0.103948873,-36.36404653,0,1.519815075,0.251889863,4,Zr/Cu/Ni/Al
358,5,25,13.88625,0,0,0,0,12.425,25.91375,47.775,0,0,0,0,0,0.703,705.45,224.6569016,202.8797557,0.145953688,0.110965861,-34.73343447,0,1.588654875,0.264529676,4,Zr/Cu/Ni/Al
359,5,5,12.37465,0,0,0,0,12.3966,18.63375,56.595,0,0,0,0,0,0.662,781.25,234.2859375,208.9597556,0.1487266,0.107075521,-36.32425587,0,1.542761675,0.258219696,4,Zr/Cu/Ni/Al
360,-15,-15,0,0,0,0,0,69.90097,0,0,25.04404,5.054987,0,0,0,0.671,529.8505,161.0549475,154.6065553,0.128361439,0.039939655,-5.288305721,0,1.995357484,0.136392681,3,Ni/Mo/W
361,-15,-25,0,0,0,0,0,69.24026,0,0,25.00121,5.758532,0,0,0,0.736,483.8816,161.3299965,154.8925314,0.128441159,0.040231777,-5.251315357,0,1.998416457,0.139532507,3,Ni/Mo/W
362,-15,-35,0,0,0,0,0,68.66351,0,0,24.86035,6.476145,0,0,0,0.792,439.1835,157.5684994,151.140635,0.128511782,0.040488724,-5.205464619,0,2.001293623,0.142539134,3,Ni/Mo/W
363,-15,-5,0,0,0,0,0,70.94519,0,0,24.80444,4.25037,0,0,0,0.613,577.0741,160.2471298,153.7816515,0.128238533,0.039490231,-5.304627477,0,1.991137765,0.132387452,3,Ni/Mo/W
364,-15,15,0,0,0,0,0,71.83986,0,0,24.86071,3.299431,0,0,0,0.522,677.0727,160.1046731,153.6243989,0.128130611,0.039047587,-5.243002538,0,1.986999234,0.1276339,3,Ni/Mo/W
365,-15,25,0,0,0,0,0,72.47174,0,0,24.69565,2.832606,0,0,0,0.485,729.252,160.2203107,153.7297098,0.128056429,0.03874654,-5.179549697,0,1.984485776,0.124990664,3,Ni/Mo/W
366,-15,35,0,0,0,0,0,73.18758,0,0,24.43257,2.379849,0,0,0,0.459,782.702,162.7448788,156.2426242,0.127973163,0.03840129,-5.115568115,0,1.981790726,0.122211453,3,Ni/Mo/W
367,-15,5,0,0,0,0,0,71.59148,0,0,24.74333,3.665185,0,0,0,0.565,626.1481,160.2594755,153.7833703,0.128161582,0.039185818,-5.289365167,0,1.988351562,0.129412512,3,Ni/Mo/W
368,-25,-15,0,0,0,0,0,65.83482,0,0,28.68049,5.484687,0,0,0,0.648,501.489,147.209087,140.8256044,0.128813013,0.041124582,-5.65726687,0,2.006382259,0.140507104,3,Ni/Mo/W
369,-25,-25,0,0,0,0,0,65.17411,0,0,28.63766,6.188232,0,0,0,0.707,455.5202,145.88991,139.5173545,0.128892733,0.041352486,-5.560755004,0,2.009441232,0.143321863,3,Ni/Mo/W
370,-25,-35,0,0,0,0,0,64.70599,0,0,28.53281,6.761198,0,0,0,0.756,419.6601,143.7201551,137.3553867,0.12894995,0.041515191,-5.460481439,0,2.011757378,0.145498661,3,Ni/Mo/W
