Number,X,Y,Al,Ti,Cr,Fe,Co,Ni,Cu,Zr,Mo,W,Mn,Si,Mg,Resistance,Thickness,Resistivity,Ex_resistivity,ravg,delta,dHmix,Amorphous,ENavg,dEN,N,Compo
121,-34,0,0,35.38336066,0,0,0,64.61663934,0,0,0,0,0,0,0,1.517013,283.8148,195.0394858,175.7005412,0.140214845,0.146637883,-32.00895396,0,1.807388254,0.138665915,2,Ni/Ti
122,-17,0,0,44.92937158,0,0,0,55.07062842,0,0,0,0,0,0,0,0.9320895,297.7324,125.7134995,103.0267689,0.14431963,0.148206837,-34.64004218,0,1.779704822,0.144252446,2,Ni/Ti
123,0,0,0,54.45800546,0,0,0,45.54199454,0,0,0,0,0,0,0,0.9515114,311.65,134.3319531,108.3035306,0.148416942,0.144285226,-34.72176662,0,1.752071784,0.144422509,2,Ni/Ti
124,17,0,0,62.82237705,0,0,0,37.17762295,0,0,0,0,0,0,0,1.263519,345.7434,197.8945698,168.9327622,0.152013622,0.136704855,-32.69821306,0,1.727815107,0.140150932,2,Ni/Ti
125,34,0,0,71.18675,0,0,0,28.81325,0,0,0,0,0,0,0,1.0428,379.8368,179.4304982,147.535305,0.155610303,0.125148548,-31.69821306,0,1.703558425,0.131339,2,Ni/Ti
126,-18,-12,0,22.03463,0,0,0,0,44.02898,33.93639,0,0,0,0,0,1.265385,521.6127,298.9985215,274.7179505,0.148352225,0.122570901,-17.27784036,1,1.644865613,0.249881823,3,Cu/Zr/Ti
127,-18,-24,0,23.35957,0,0,0,0,46.58712,30.05331,0,0,0,0,0,1.311382,527.2382,313.2090404,289.9638456,0.147561953,0.124682222,-16.76192759,1,1.663289337,0.244796179,3,Cu/Zr/Ti
128,-18,-36,0,24.5793,0,0,0,0,49.22086,26.19984,0,0,0,0,0,1.314984,538.0292,320.4974047,298.31804,0.146739666,0.12657248,-16.34424362,1,1.681838872,0.238325772,3,Cu/Zr/Ti
129,-18,0,0,20.66582,0,0,0,0,41.60555,37.72864,0,0,0,0,0,1.278825,516.6,299.2703707,274.0088278,0.149094078,0.120325409,-17.67908819,1,1.627082646,0.253571244,3,Cu/Zr/Ti
130,-18,12,0,18.94736,0,0,0,0,39.0937,41.95894,0,0,0,0,0,1.263804,533.8309,305.6199049,279.3413077,0.149844984,0.117689534,-17.82462349,1,1.607781434,0.256491006,3,Cu/Zr/Ti
131,-30,-12,0,18.91359,0,0,0,0,44.91614,36.17026,0,0,0,0,0,1.216176,505.7237,278.617209,254.6921289,0.147863312,0.122145514,-17.87335552,1,1.640871276,0.255338649,3,Cu/Zr/Ti
132,-30,-24,0,20.23853,0,0,0,0,47.47428,32.28719,0,0,0,0,0,1.301929,511.3492,301.5803797,278.6906717,0.147073057,0.124127552,-17.36307017,1,1.659295133,0.250657645,3,Cu/Zr/Ti
133,-30,-36,0,21.45826,0,0,0,0,50.10802,28.43372,0,0,0,0,0,1.153367,522.1403,272.8053843,250.9815064,0.146250769,0.125881036,-16.90913076,1,1.677844668,0.244645541,3,Cu/Zr/Ti
134,-30,0,0,17.46849,0,0,0,0,42.43047,40.10105,0,0,0,0,0,1.205006,506.2064,276.3217324,251.3904413,0.148621766,0.119949802,-18.24419573,1,1.622512433,0.258812983,3,Cu/Zr/Ti
135,-30,12,0,15.82632,0,0,0,0,39.98087,44.19281,0,0,0,0,0,1.186216,517.9419,278.3191089,252.3960025,0.149356083,0.117505413,-18.31595416,1,1.603787287,0.261243762,3,Cu/Zr/Ti
136,-42,-12,0,15.86087,0,0,0,0,45.74033,38.3988,0,0,0,0,0,1.253769,486.6879,276.4179734,252.8229904,0.14739994,0.121608061,-18.12257787,1,1.636716404,0.260527103,3,Cu/Zr/Ti
137,-42,0,0,14.31723,0,0,0,0,43.2727,42.41007,0,0,0,0,0,1.189654,492.797,265.5748388,240.9808468,0.148146316,0.11950928,-18.41549316,1,1.618174357,0.263797901,3,Cu/Zr/Ti
138,-42,12,0,12.7736,0,0,0,0,40.80506,46.42134,0,0,0,0,0,1.185081,498.9061,267.8335954,242.2405903,0.148892696,0.1171987,-18.45715294,1,1.599632282,0.265737973,3,Cu/Zr/Ti
139,-6,-12,0,25.23891,0,0,0,0,43.18518,31.57591,0,0,0,0,0,1.31897,531.8727,317.7904332,293.1719856,0.148831373,0.122958673,-16.45303822,1,1.649348365,0.244031135,3,Cu/Zr/Ti
140,-6,-24,0,26.58581,0,0,0,0,45.62436,27.78983,0,0,0,0,0,1.324989,537.9616,322.8953207,299.2641853,0.148082866,0.125121885,-15.98470316,1,1.667157701,0.238572623,3,Cu/Zr/Ti
141,-6,-36,0,27.83178,0,0,0,0,48.22536,23.94286,0,0,0,0,0,1.352427,547.6718,335.5308166,312.9523034,0.147273284,0.127145093,-15.667383,1,1.685596714,0.231606776,3,Cu/Zr/Ti
142,-6,0,0,23.87527,0,0,0,0,40.78518,35.33955,0,0,0,0,0,1.330197,526.2,317.0771966,291.4872573,0.149565555,0.120618741,-16.84362533,1,1.631713809,0.24811072,3,Cu/Zr/Ti
143,-6,12,0,22.15164,0,0,0,0,38.24991,39.59845,0,0,0,0,0,1.333265,544.0909,328.6140613,301.9975915,0.150324129,0.11784467,-17.05239229,1,1.612264243,0.251456525,3,Cu/Zr/Ti
144,18,-12,0,32.21609,0,0,0,0,40.57952,27.20439,0,0,0,0,0,1.420995,532.0854,342.5090839,316.8443536,0.150135929,0.122805282,-14.79952069,1,1.654729925,0.231272713,3,Cu/Zr/Ti
145,18,-24,0,33.54102,0,0,0,0,43.13767,23.32131,0,0,0,0,0,1.391494,537.7109,338.9443355,314.3149854,0.149345653,0.125378157,-14.66105615,1,1.673153677,0.224961867,3,Cu/Zr/Ti
146,18,-36,0,34.76075,0,0,0,0,45.7714,19.46784,0,0,0,0,0,1.387743,548.502,344.8144544,321.2509346,0.148523353,0.127750772,-14.66944989,1,1.691703022,0.217061936,3,Cu/Zr/Ti
147,18,0,0,30.84727,0,0,0,0,38.15609,30.99664,0,0,0,0,0,1.450615,527.0727,346.3545428,319.7088448,0.150877766,0.120124817,-15.00968365,1,1.636946796,0.235998633,3,Cu/Zr/Ti
148,18,12,0,29.12881,0,0,0,0,35.64425,35.22694,0,0,0,0,0,1.473669,544.3036,363.3618739,335.6991214,0.151628684,0.117045042,-15.24898661,1,1.617645774,0.239927919,3,Cu/Zr/Ti
149,30,-12,0,35.88269,0,0,0,0,39.16705,24.95026,0,0,0,0,0,1.471233,523.1783,348.6818825,322.4498701,0.150836164,0.122435797,-14.28576396,1,1.657311986,0.224272048,3,Cu/Zr/Ti
150,30,-24,0,37.20762,0,0,0,0,41.72519,21.06719,0,0,0,0,0,1.440008,528.8038,344.9512112,319.7545751,0.150045893,0.125188117,-14.32865327,1,1.675735681,0.217539858,3,Cu/Zr/Ti
151,30,-36,0,38.42735,0,0,0,0,44.35893,17.21372,0,0,0,0,0,1.412037,539.5948,345.1533036,321.0224977,0.149223605,0.127745923,-14.46333682,1,1.694285216,0.20913117,3,Cu/Zr/Ti
152,30,0,0,34.43758,0,0,0,0,36.68137,28.88105,0,0,0,0,0,1.517404,523.6609,359.9561304,332.7179113,0.151594589,0.119497872,-14.36981856,1,1.638952791,0.229538556,3,Cu/Zr/Ti
153,30,12,0,32.79541,0,0,0,0,34.23178,32.97281,0,0,0,0,0,1.563773,535.3965,379.2690817,351.0390472,0.152328919,0.116326763,-14.61130263,1,1.620227835,0.23359751,3,Cu/Zr/Ti
154,42,-12,0,39.6176,0,0,0,0,37.69161,22.6908,0,0,0,0,0,1.551365,511.1243,359.2019784,332.3772944,0.151561925,0.121843428,-14.14103599,1,1.65973335,0.216920398,3,Cu/Zr/Ti
155,42,0,0,38.07396,0,0,0,0,35.22397,26.70207,0,0,0,0,0,1.602419,517.2334,375.4575563,347.6338634,0.152308288,0.118721138,-14.1724859,1,1.641191113,0.222762138,3,Cu/Zr/Ti
156,42,12,0,36.53032,0,0,0,0,32.75633,30.71334,0,0,0,0,0,1.687464,523.3425,400.0540977,371.2313959,0.153054651,0.11536873,-14.3744036,1,1.622648876,0.226944628,3,Cu/Zr/Ti
157,6,-12,0,28.63273,0,0,0,0,42.03536,29.33191,0,0,0,0,0,1.368265,535.3636,331.8312321,306.751398,0.149425941,0.123059626,-15.58359845,1,1.652636469,0.237820772,3,Cu/Zr/Ti
158,6,-24,0,29.97963,0,0,0,0,44.47454,25.54583,0,0,0,0,0,1.354305,541.4525,332.1811981,308.0886763,0.148677434,0.125368114,-15.23416038,1,1.670445805,0.231964013,3,Cu/Zr/Ti
159,6,-36,0,31.22559,0,0,0,0,47.07554,21.69886,0,0,0,0,0,1.351993,551.1628,337.5612161,314.5213207,0.147867836,0.127549419,-15.06800735,1,1.688884656,0.224523598,3,Cu/Zr/Ti
160,6,0,0,27.26909,0,0,0,0,39.63536,33.09555,0,0,0,0,0,1.385071,529.6909,332.3477556,306.2964299,0.150160123,0.120576427,-15.91840309,1,1.635001913,0.242244551,3,Cu/Zr/Ti
161,6,12,0,25.54545,0,0,0,0,37.10009,37.35445,0,0,0,0,0,1.399577,547.5818,347.1714505,320.0935985,0.15091868,0.117653243,-16.14534894,1,1.615552185,0.24593044,3,Cu/Zr/Ti
162,-18,-12,0,22.03463,0,0,0,0,44.02898,33.93639,0,0,0,0,0,0.998668,521.6127,235.9758141,211.695243,0.148352225,0.122570901,-17.27784036,0,1.644865613,0.249881823,3,Cu/Zr/Ti
163,-18,-24,0,23.35957,0,0,0,0,46.58712,30.05331,0,0,0,0,0,0.9626822,527.2382,229.9259621,206.6807673,0.147561953,0.124682222,-16.76192759,0,1.663289337,0.244796179,3,Cu/Zr/Ti
164,-18,-36,0,24.5793,0,0,0,0,49.22086,26.19984,0,0,0,0,0,0.9893012,538.0292,241.1196387,218.9402741,0.146739666,0.12657248,-16.34424362,0,1.681838872,0.238325772,3,Cu/Zr/Ti
165,-18,0,0,20.66582,0,0,0,0,41.60555,37.72864,0,0,0,0,0,1.043897,516.6,244.2925672,219.0310242,0.149094078,0.120325409,-17.67908819,0,1.627082646,0.253571244,3,Cu/Zr/Ti
166,-18,12,0,18.94736,0,0,0,0,39.0937,41.95894,0,0,0,0,0,1.093992,533.8309,264.5550505,238.2764533,0.149844984,0.117689534,-17.82462349,0,1.607781434,0.256491006,3,Cu/Zr/Ti
167,-30,-12,0,18.91359,0,0,0,0,44.91614,36.17026,0,0,0,0,0,0.9727991,505.7237,222.8613048,198.9362247,0.147863312,0.122145514,-17.87335552,0,1.640871276,0.255338649,3,Cu/Zr/Ti
168,-30,-24,0,20.23853,0,0,0,0,47.47428,32.28719,0,0,0,0,0,0.9751362,511.3492,225.8817074,202.9919994,0.147073057,0.124127552,-17.36307017,0,1.659295133,0.250657645,3,Cu/Zr/Ti
169,-30,-36,0,21.45826,0,0,0,0,50.10802,28.43372,0,0,0,0,0,0.9506395,522.1403,224.8543388,203.0304609,0.146250769,0.125881036,-16.90913076,0,1.677844668,0.244645541,3,Cu/Zr/Ti
170,-30,0,0,17.46849,0,0,0,0,42.43047,40.10105,0,0,0,0,0,0.9914833,506.2064,227.358522,202.4272308,0.148621766,0.119949802,-18.24419573,0,1.622512433,0.258812983,3,Cu/Zr/Ti
171,-30,12,0,15.82632,0,0,0,0,39.98087,44.19281,0,0,0,0,0,0.8638497,517.9419,202.6830516,176.7599452,0.149356083,0.117505413,-18.31595416,0,1.603787287,0.261243762,3,Cu/Zr/Ti
172,-42,-12,0,15.86087,0,0,0,0,45.74033,38.3988,0,0,0,0,0,0.9907058,486.6879,218.42053,194.825547,0.14739994,0.121608061,-18.12257787,0,1.636716404,0.260527103,3,Cu/Zr/Ti
173,-42,0,0,14.31723,0,0,0,0,43.2727,42.41007,0,0,0,0,0,1.00162,492.797,223.598685,199.004693,0.148146316,0.11950928,-18.41549316,0,1.618174357,0.263797901,3,Cu/Zr/Ti
174,-42,12,0,12.7736,0,0,0,0,40.80506,46.42134,0,0,0,0,0,0.8286011,498.9061,187.2675469,161.6745418,0.148892696,0.1171987,-18.45715294,0,1.599632282,0.265737973,3,Cu/Zr/Ti
175,-6,-12,0,25.23891,0,0,0,0,43.18518,31.57591,0,0,0,0,0,1.022721,531.8727,246.412693,221.7942453,0.148831373,0.122958673,-16.45303822,0,1.649348365,0.244031135,3,Cu/Zr/Ti
176,-6,-24,0,26.58581,0,0,0,0,45.62436,27.78983,0,0,0,0,0,0.9785581,537.9616,238.4712866,214.8401512,0.148082866,0.125121885,-15.98470316,0,1.667157701,0.238572623,3,Cu/Zr/Ti
177,-6,-36,0,27.83178,0,0,0,0,48.22536,23.94286,0,0,0,0,0,0.9752354,547.6718,241.9513439,219.3728307,0.147273284,0.127145093,-15.667383,0,1.685596714,0.231606776,3,Cu/Zr/Ti
178,-6,0,0,23.87527,0,0,0,0,40.78518,35.33955,0,0,0,0,0,1.070696,526.2,255.2203065,229.6303673,0.149565555,0.120618741,-16.84362533,0,1.631713809,0.24811072,3,Cu/Zr/Ti
179,-6,12,0,22.15164,0,0,0,0,38.24991,39.59845,0,0,0,0,0,1.167898,544.0909,287.8555313,261.2390615,0.150324129,0.11784467,-17.05239229,0,1.612264243,0.251456525,3,Cu/Zr/Ti
180,18,-12,0,32.21609,0,0,0,0,40.57952,27.20439,0,0,0,0,0,0.8428099,532.0854,203.1464198,177.4816894,0.150135929,0.122805282,-14.79952069,0,1.654729925,0.231272713,3,Cu/Zr/Ti
181,18,-24,0,33.54102,0,0,0,0,43.13767,23.32131,0,0,0,0,0,0.8211378,537.7109,200.0152397,175.3858897,0.149345653,0.125378157,-14.66105615,0,1.673153677,0.224961867,3,Cu/Zr/Ti
182,18,-36,0,34.76075,0,0,0,0,45.7714,19.46784,0,0,0,0,0,0.7567042,548.502,188.0193565,164.4558368,0.148523353,0.127750772,-14.66944989,0,1.691703022,0.217061936,3,Cu/Zr/Ti
183,18,0,0,30.84727,0,0,0,0,38.15609,30.99664,0,0,0,0,0,0.9390511,527.0727,224.211534,197.565836,0.150877766,0.120124817,-15.00968365,0,1.636946796,0.235998633,3,Cu/Zr/Ti
184,18,12,0,29.12881,0,0,0,0,35.64425,35.22694,0,0,0,0,0,1.251046,544.3036,308.4698252,280.8070728,0.151628684,0.117045042,-15.24898661,0,1.617645774,0.239927919,3,Cu/Zr/Ti
185,30,-12,0,35.88269,0,0,0,0,39.16705,24.95026,0,0,0,0,0,0.916474,523.1783,217.2041271,190.9721148,0.150836164,0.122435797,-14.28576396,0,1.657311986,0.224272048,3,Cu/Zr/Ti
186,30,-24,0,37.20762,0,0,0,0,41.72519,21.06719,0,0,0,0,0,0.7981329,528.8038,191.1912368,165.9946007,0.150045893,0.125188117,-14.32865327,0,1.675735681,0.217539858,3,Cu/Zr/Ti
187,30,-36,0,38.42735,0,0,0,0,44.35893,17.21372,0,0,0,0,0,0.6503234,539.5948,158.9627396,134.8319336,0.149223605,0.127745923,-14.46333682,0,1.694285216,0.20913117,3,Cu/Zr/Ti
188,30,0,0,34.43758,0,0,0,0,36.68137,28.88105,0,0,0,0,0,1.145996,523.6609,271.8513234,244.6131044,0.151594589,0.119497872,-14.36981856,0,1.638952791,0.229538556,3,Cu/Zr/Ti
189,30,12,0,32.79541,0,0,0,0,34.23178,32.97281,0,0,0,0,0,1.464122,535.3965,355.1002649,326.8702304,0.152328919,0.116326763,-14.61130263,0,1.620227835,0.23359751,3,Cu/Zr/Ti
190,42,-12,0,39.6176,0,0,0,0,37.69161,22.6908,0,0,0,0,0,1.14043,511.1243,264.0543729,237.2296889,0.151561925,0.121843428,-14.14103599,0,1.65973335,0.216920398,3,Cu/Zr/Ti
191,42,0,0,38.07396,0,0,0,0,35.22397,26.70207,0,0,0,0,0,1.35433,517.2334,317.3286339,289.504941,0.152308288,0.118721138,-14.1724859,0,1.641191113,0.222762138,3,Cu/Zr/Ti
192,42,12,0,36.53032,0,0,0,0,32.75633,30.71334,0,0,0,0,0,1.63714,523.3425,388.123578,359.3008763,0.153054651,0.11536873,-14.3744036,0,1.622648876,0.226944628,3,Cu/Zr/Ti
193,6,-12,0,28.63273,0,0,0,0,42.03536,29.33191,0,0,0,0,0,1.041349,535.3636,252.5476583,227.4678243,0.149425941,0.123059626,-15.58359845,0,1.652636469,0.237820772,3,Cu/Zr/Ti
194,6,-24,0,29.97963,0,0,0,0,44.47454,25.54583,0,0,0,0,0,0.9805852,541.4525,240.5159595,216.4234377,0.148677434,0.125368114,-15.23416038,0,1.670445805,0.231964013,3,Cu/Zr/Ti
195,6,-36,0,31.22559,0,0,0,0,47.07554,21.69886,0,0,0,0,0,0.9416424,551.1628,235.1062126,212.0663172,0.147867836,0.127549419,-15.06800735,0,1.688884656,0.224523598,3,Cu/Zr/Ti
196,6,0,0,27.26909,0,0,0,0,39.63536,33.09555,0,0,0,0,0,1.065259,529.6909,255.6088733,229.5575476,0.150160123,0.120576427,-15.91840309,0,1.635001913,0.242244551,3,Cu/Zr/Ti
197,6,12,0,25.54545,0,0,0,0,37.10009,37.35445,0,0,0,0,0,1.092126,547.5818,270.9068294,243.8289774,0.15091868,0.117653243,-16.14534894,0,1.615552185,0.24593044,3,Cu/Zr/Ti
198,-18,-12,23.16197,0,0,0,0,0,42.56581,34.27222,0,0,0,0,0,1.025802,474.8194,220.6430226,204.8863715,0.14312685,0.103508511,-27.83289824,1,1.637478633,0.248821606,3,Al/Cu/Zr
199,-18,-24,25.27576,0,0,0,0,0,37.73164,36.9926,0,0,0,0,0,0.9973228,479.8335,216.7826471,199.9058179,0.144368848,0.101934542,-29.18078766,1,1.615842476,0.246374457,3,Al/Cu/Zr
200,-18,-36,27.32844,0,0,0,0,0,33.03668,39.63488,0,0,0,0,0,1.030872,484.4696,226.2400439,208.2752003,0.145575125,0.099731144,-29.76819714,1,1.594828708,0.242131009,3,Al/Cu/Zr
201,-18,0,21.15936,0,0,0,0,0,47.51655,31.32409,0,0,0,0,0,1.010775,478.9091,219.2834135,204.7379209,0.141824095,0.104252012,-25.90437608,1,1.660090543,0.24901896,3,Al/Cu/Zr
202,-18,12,18.50379,0,0,0,0,0,52.73745,28.75876,0,0,0,0,0,1.042893,451.2558,213.1870163,199.7042935,0.140553547,0.104684016,-23.66900026,1,1.682414077,0.248304782,3,Al/Cu/Zr
203,-18,36,13.3539,0,0,0,0,0,63.55159,23.09452,0,0,0,0,0,1.014718,413.7787,190.2005188,179.0574518,0.137855235,0.102559552,-20.28888026,1,1.729635116,0.239249806,3,Al/Cu/Zr
204,-30,-12,21.90887,0,0,0,0,0,40.24705,37.84408,0,0,0,0,0,1.033343,454.1084,212.5701306,195.3818423,0.144153318,0.104250592,-28.44807426,1,1.620753021,0.25179734,3,Al/Cu/Zr
205,-30,-24,24.02265,0,0,0,0,0,35.41287,40.56447,0,0,0,0,0,1.024649,459.1225,213.109053,194.8005829,0.145395305,0.102102144,-29.33363513,1,1.599116646,0.247924029,3,Al/Cu/Zr
206,-30,-36,26.07534,0,0,0,0,0,30.71792,43.20675,0,0,0,0,0,1.071934,463.7586,225.1947308,205.7982459,0.146601609,0.099346434,-29.68629138,1,1.578103229,0.242261116,3,Al/Cu/Zr
207,-30,0,19.70689,0,0,0,0,0,45.23239,35.06073,0,0,0,0,0,1.103774,447.4163,223.712455,207.6706556,0.142876695,0.105758955,-27.01373985,1,1.643004048,0.253847978,3,Al/Cu/Zr
208,-30,12,17.45996,0,0,0,0,0,49.98018,32.55986,0,0,0,0,0,1.116346,432.0735,218.5016161,203.4925587,0.141689346,0.106633947,-25.17315318,1,1.663774914,0.254300059,3,Al/Cu/Zr
209,-30,24,14.70629,0,0,0,0,0,55.75615,29.53756,0,0,0,0,0,1.121609,411.9952,209.3301785,195.5695609,0.140248714,0.106836889,-23.36660361,1,1.688987667,0.252605063,3,Al/Cu/Zr
210,-30,36,12.10079,0,0,0,0,0,61.23283,26.66638,0,0,0,0,0,1.141183,393.0677,203.1986662,190.6239624,0.138881688,0.106087429,-22.02169566,1,1.712909343,0.248622041,3,Al/Cu/Zr
211,-42,-12,20.67705,0,0,0,0,0,37.83002,41.49293,0,0,0,0,0,1.148544,432.3966,224.9718138,206.3205607,0.145209154,0.104446789,-28.42599489,1,1.603526854,0.25358155,3,Al/Cu/Zr
212,-42,0,18.34796,0,0,0,0,0,42.91583,38.73621,0,0,0,0,0,1.176894,420.6147,224.2435693,206.7292763,0.143922505,0.106637603,-27.34602821,1,1.625994519,0.257304444,3,Al/Cu/Zr
213,-42,12,16.01887,0,0,0,0,0,48.00165,35.97948,0,0,0,0,0,1.238194,408.8329,229.315143,212.9378142,0.142635854,0.108103058,-25.93051958,1,1.648462241,0.259032731,3,Al/Cu/Zr
214,-6,-12,24.60009,0,0,0,0,0,44.83291,30.567,0,0,0,0,0,0.9843915,505.0909,225.2348565,210.9619509,0.142082794,0.102084634,-26.50764503,1,1.654427839,0.244325955,3,Al/Cu/Zr
215,-6,-24,26.58997,0,0,0,0,0,39.91118,33.49885,0,0,0,0,0,0.9976824,500.9225,226.3919876,210.9146279,0.143378105,0.101212469,-28.43659643,1,1.631945642,0.243611965,3,Al/Cu/Zr
216,-6,-36,28.6395,0,0,0,0,0,35.17363,36.18687,0,0,0,0,0,1.013205,504.4066,231.513482,214.9296495,0.144599461,0.099551088,-29.38023221,1,1.610680291,0.240730277,3,Al/Cu/Zr
217,-6,0,22.63645,0,0,0,0,0,49.79218,27.57136,0,0,0,0,0,0.9676167,511.6364,224.26577,211.2228487,0.140769717,0.10210485,-24.09261402,1,1.677197353,0.242849055,3,Al/Cu/Zr
218,-6,12,19.94191,0,0,0,0,0,55.00455,25.05355,0,0,0,0,0,0.9451697,481.5273,206.1716312,194.1726497,0.139509506,0.10188102,-21.58908385,1,1.699363416,0.240655395,3,Al/Cu/Zr
219,-6,36,14.66496,0,0,0,0,0,65.68854,19.64651,0,0,0,0,0,0.8986825,433.7157,176.5670374,166.8049816,0.13687957,0.098359495,-18.32579662,1,1.745486699,0.22867078,3,Al/Cu/Zr
220,18,-12,27.13179,0,0,0,0,0,48.32581,24.5424,0,0,0,0,0,0.8971017,521.9467,212.1123902,200.2501402,0.140414185,0.098333473,-22.92795953,1,1.681426129,0.2340546,3,Al/Cu/Zr
221,18,-24,29.24558,0,0,0,0,0,43.49164,27.26279,0,0,0,0,0,0.9475811,526.9608,226.2001568,213.2177246,0.141656198,0.098444086,-25.311685,1,1.659790105,0.235523796,3,Al/Cu/Zr
222,18,-36,31.29826,0,0,0,0,0,38.79668,29.90506,0,0,0,0,0,0.9887618,531.5969,238.1070866,224.0366442,0.142862459,0.097803891,-26.8413364,1,1.638776204,0.235043624,3,Al/Cu/Zr
223,18,0,25.12918,0,0,0,0,0,53.27655,21.59427,0,0,0,0,0,0.8594917,526.0364,204.8121356,194.1610442,0.139111429,0.097165987,-20.24803116,1,1.704038039,0.229983333,3,Al/Cu/Zr
224,18,12,22.47361,0,0,0,0,0,58.49745,19.02894,0,0,0,0,0,0.8295066,498.3831,187.2756681,177.6873464,0.137840881,0.095613321,-17.92955266,1,1.726361573,0.224888925,3,Al/Cu/Zr
225,18,36,17.32371,0,0,0,0,0,69.31159,13.3647,0,0,0,0,0,0.7593202,460.906,158.538782,151.2901165,0.135142555,0.088318482,-16.07375057,1,1.773582451,0.204962811,3,Al/Cu/Zr
226,30,-12,28.52523,0,0,0,0,0,49.84705,21.62772,0,0,0,0,0,0.8982796,532.6539,216.7478759,206.0502537,0.139632209,0.095787166,-21.48099524,1,1.693998829,0.227643797,3,Al/Cu/Zr
227,30,-24,30.63902,0,0,0,0,0,45.01287,24.34811,0,0,0,0,0,0.9321639,537.6679,227.0411568,215.2233525,0.14087421,0.096460828,-23.74534084,1,1.672362615,0.230338113,3,Al/Cu/Zr
228,30,-36,32.6917,0,0,0,0,0,40.31792,26.99038,0,0,0,0,0,1.064874,542.304,261.6008997,248.6950849,0.142080484,0.096325296,-25.3543882,1,1.651348904,0.230993716,3,Al/Cu/Zr
229,30,0,26.32325,0,0,0,0,0,54.83239,18.84436,0,0,0,0,0,0.84935,525.9618,202.3667216,192.8155924,0.13835557,0.094191329,-19.05855459,1,1.716249723,0.222708362,3,Al/Cu/Zr
230,30,12,23.86705,0,0,0,0,0,60.01869,16.11426,0,0,0,0,0,0.8031789,509.0902,185.2273996,176.8037057,0.137058906,0.091687148,-17.20234223,1,1.738934273,0.215604386,3,Al/Cu/Zr
231,30,24,21.32265,0,0,0,0,0,65.35615,13.3212,0,0,0,0,0,0.7597045,490.5407,168.8176877,161.5477361,0.135727606,0.087874477,-16.24322431,1,1.762233475,0.20550745,3,Al/Cu/Zr
232,30,36,18.71715,0,0,0,0,0,70.83283,10.45002,0,0,0,0,0,0.7330769,471.6131,156.6150872,150.5310494,0.134360579,0.082361305,-16.12256446,1,1.786155151,0.191657477,3,Al/Cu/Zr
233,42,-12,29.93996,0,0,0,0,0,51.27002,18.79003,0,0,0,0,0,0.8962067,542.3602,220.1882808,210.6239583,0.138879617,0.092830892,-20.77479211,1,1.706071135,0.220499069,3,Al/Cu/Zr
234,42,0,27.61087,0,0,0,0,0,56.35583,16.0333,0,0,0,0,0,0.8522183,530.5784,204.8323858,196.4050276,0.137592953,0.090613254,-18.83426085,1,1.728538667,0.214275394,3,Al/Cu/Zr
235,42,12,25.28178,0,0,0,0,0,61.44165,13.27657,0,0,0,0,0,0.8155009,518.7966,191.6548297,184.3644357,0.136306301,0.087228289,-17.41154683,1,1.751006389,0.20542263,3,Al/Cu/Zr
236,6,-12,25.92336,0,0,0,0,0,46.75291,27.32373,0,0,0,0,0,0.9341476,520.8,220.3863437,207.4115705,0.141178572,0.100300886,-24.75904397,1,1.669076995,0.239271625,3,Al/Cu/Zr
237,6,-24,27.91324,0,0,0,0,0,41.83118,30.25558,0,0,0,0,0,0.9707286,516.6316,227.1836086,213.0043814,0.142473883,0.100019193,-27.0531546,1,1.646594798,0.23991919,3,Al/Cu/Zr
238,6,-36,29.96277,0,0,0,0,0,37.09363,32.9436,0,0,0,0,0,1.000143,520.1157,235.6461047,220.3604046,0.14369524,0.098884851,-28.34320746,1,1.625329447,0.238303448,3,Al/Cu/Zr
239,6,0,23.95973,0,0,0,0,0,51.71218,24.32809,0,0,0,0,0,0.912147,527.3455,217.900527,206.1557378,0.13986551,0.0996744,-22.08519299,1,1.69184667,0.236356275,3,Al/Cu/Zr
240,6,12,21.26518,0,0,0,0,0,56.92455,21.81027,0,0,0,0,0,0.8800232,497.2364,198.2235443,187.5226994,0.138605269,0.098792234,-19.51800635,1,1.714012439,0.232710573,3,Al/Cu/Zr
241,6,36,15.98823,0,0,0,0,0,67.60854,16.40323,0,0,0,0,0,0.818249,449.4248,166.5868511,158.1229319,0.135975333,0.09360144,-16.77294413,1,1.760135722,0.217205385,3,Al/Cu/Zr
242,-15,-15,39.62467,24.95314,35.42219,0,0,0,0,0,0,0,0,0,0,1.028,477,222.131268,206.1731217,0.142862291,0.115167881,-19.95439524,1,1.630206409,0.022410018,3,Al/Cr/Ti
243,-15,-35,46.32241,22.10402,31.57357,0,0,0,0,0,0,0,0,0,0,1.166,426.4794,225.2655661,210.8076376,0.142842762,0.108550158,-20.09132105,1,1.627997187,0.022080411,3,Al/Cr/Ti
244,-15,25,25.89913,34.15665,39.94423,0,0,0,0,0,0,0,0,0,0,0.877,544.6733,216.3883533,196.3632046,0.144349215,0.127941796,-18.57382448,1,1.633387941,0.022040286,3,Al/Cr/Ti
245,-15,5,32.57399,28.80098,38.62503,0,0,0,0,0,0,0,0,0,0,0.948,520,223.31088,205.5231289,0.14324774,0.121934359,-19.40546778,1,1.632192613,0.022403452,3,Al/Cr/Ti
