Number,X,Y,Al,Ti,Cr,Fe,Co,Ni,Cu,Zr,Mo,W,Mn,Si,Mg,Re,Ta,Thickness,Hardness,Modulus,ravg,delta,dHmix,ENavg,dEN,N,Compo
696,5,25,21.0725,54.72125,0,0,0,24.20625,0,0,0,0,0,0,0,0,0,500.875,11.4068,162.659,0.152323188,0.119892266,-36.87046868,1.688090875,0.125467771,3,Al/Ti/Ni
697,15,-25,42.565,30.345,0,0,0,27.09,0,0,0,0,0,0,0,0,0,458.25,11.3104,179.729,0.14571005,0.112787119,-37.15541928,1.6943045,0.131545035,3,Al/Ti/Ni
698,15,-5,34.10591,39.65817,0,0,0,26.23592,0,0,0,0,0,0,0,0,0,430.125,11.2182,157.883,0.148192077,0.118024468,-38.67173513,1.692673577,0.12968063,3,Al/Ti/Ni
699,15,15,26.78772,49.37144,0,0,0,23.84083,0,0,0,0,0,0,0,0,0,446.5417,10.8273,180.942,0.151051496,0.118609648,-37.96941025,1.686459473,0.12514009,3,Al/Ti/Ni
700,15,35,19.2695,59.05396,0,0,0,21.67654,0,0,0,0,0,0,0,0,0,498.8175,11.369,168.933,0.153861713,0.116507391,-35.25220632,1.680935016,0.120566013,3,Al/Ti/Ni
701,25,-25,45.5275,29.78431,0,0,0,24.6882,0,0,0,0,0,0,0,0,0,446.357,11.8565,164.29,0.146002216,0.109828652,-36.45768594,1.687043192,0.127724455,3,Al/Ti/Ni
702,25,-15,40.16666,34.28028,0,0,0,25.55306,0,0,0,0,0,0,0,0,0,428.6546,11.493,186.789,0.146970519,0.114113795,-37.81877038,1.690087208,0.128911107,3,Al/Ti/Ni
703,25,5,32.61138,43.87566,0,0,0,23.51296,0,0,0,0,0,0,0,0,0,404.125,12.1043,144.466,0.149736582,0.116637609,-38.36095544,1.684926446,0.124866198,3,Al/Ti/Ni
704,25,25,24.95314,53.53665,0,0,0,21.51021,0,0,0,0,0,0,0,0,0,442.0498,11.5068,182.359,0.152512325,0.116152992,-36.87645053,1.679884295,0.120535932,3,Al/Ti/Ni
705,35,-15,42.64332,33.77056,0,0,0,23.58612,0,0,0,0,0,0,0,0,0,403.279,11.5951,178.603,0.147197138,0.111603337,-37.28325236,1.684135416,0.125559622,3,Al/Ti/Ni
706,35,15,30.87681,48.05625,0,0,0,21.06694,0,0,0,0,0,0,0,0,0,385.2822,11.0061,187.993,0.151222013,0.114729009,-37.70368145,1.678006445,0.11993092,3,Al/Ti/Ni
707,-35,-15,16.04707,40.71795,0,0,0,0,0,43.23498,0,0,0,0,0,0,0,440.8249,7.3648,182.619,0.161394134,0.052655645,-20.05163314,1.493013851,0.142306652,3,Al/Ti/Zr
708,-35,5,16.36,48.41333,0,0,0,0,0,35.22667,0,0,0,0,0,0,0,464.3333,7.7112,173.811,0.1617964,0.054039487,-19.6475314,1.516206657,0.137364229,3,Al/Ti/Zr
709,-25,-25,18.02876,38.55775,0,0,0,0,0,43.41349,0,0,0,0,0,0,0,414.1157,7.5263,139.92,0.160888001,0.054798073,-22.11714955,1.492298003,0.142200471,3,Al/Ti/Zr
710,-25,-5,19.34667,43.33333,0,0,0,0,0,37.32,0,0,0,0,0,0,0,436.2917,7.4049,174.427,0.160924133,0.057049436,-22.76777958,1.509837333,0.138815177,3,Al/Ti/Zr
711,-25,15,19.42333,52.00222,0,0,0,0,0,28.57444,0,0,0,0,0,0,0,464.1111,7.9809,152.941,0.161429684,0.058280336,-21.88886504,1.535191629,0.129838724,3,Al/Ti/Zr
712,-25,25,19.11727,55.93636,0,0,0,0,0,24.94636,0,0,0,0,0,0,0,473.6364,8.1466,178.791,0.161723884,0.05835819,-21.22575684,1.545743667,0.124438847,3,Al/Ti/Zr
713,-15,-35,20.01045,36.39755,0,0,0,0,0,43.592,0,0,0,0,0,0,0,387.4064,7.1318,190.998,0.160381868,0.056709593,-24.09237769,1.491582155,0.142090603,3,Al/Ti/Zr
714,-15,-15,21.02333,40.64667,0,0,0,0,0,38.33,0,0,0,0,0,0,0,401.9583,7.2654,170.847,0.160444368,0.058503359,-24.43684689,1.506740667,0.139387506,3,Al/Ti/Zr
715,-15,5,22.84667,46.12444,0,0,0,0,0,31.02889,0,0,0,0,0,0,0,444.4583,7.335,187.095,0.160426599,0.061266768,-25.12223818,1.527731552,0.132682616,3,Al/Ti/Zr
716,-15,25,22.23455,53.99273,0,0,0,0,0,23.77273,0,0,0,0,0,0,0,468.1818,8.0973,159.77,0.161015016,0.061711589,-23.70898545,1.54883579,0.122273191,3,Al/Ti/Zr
717,-5,-25,22.7,37.96,0,0,0,0,0,39.34,0,0,0,0,0,0,0,367.625,7.501,187.863,0.1599646,0.059788114,-26.0574208,1.503644,0.13988896,3,Al/Ti/Zr
718,-5,-5,24.96,42.64,0,0,0,0,0,32.4,0,0,0,0,0,0,0,410.125,7.6371,158.598,0.159816,0.062786258,-27.0047232,1.523544,0.134050737,3,Al/Ti/Zr
719,-5,15,25.72091,48.51455,0,0,0,0,0,25.76455,0,0,0,0,0,0,0,448.9091,7.4574,195.11,0.160023916,0.064463212,-26.63736351,1.542710876,0.125379721,3,Al/Ti/Zr
720,-5,35,24.99278,55.6344,0,0,0,0,0,19.37282,0,0,0,0,0,0,0,476.5455,8.4704,169.64,0.160589436,0.064792138,-25.20707889,1.561319544,0.113464261,3,Al/Ti/Zr
721,5,-35,21.92,34.055,0,0,0,0,0,44.025,0,0,0,0,0,0,0,295.5762,7.8672,204.576,0.1598785,0.058303608,-25.94232,1.4901355,0.142063917,3,Al/Ti/Zr
722,5,-15,24.18,38.735,0,0,0,0,0,37.085,0,0,0,0,0,0,0,341.125,7.8136,182.814,0.1597299,0.061366682,-27.02153688,1.5100355,0.138276801,3,Al/Ti/Zr
723,5,5,25.748,44.697,0,0,0,0,0,29.555,0,0,0,0,0,0,0,373,7.6602,190.253,0.1597897,0.063869408,-27.20358594,1.5317157,0.130718726,3,Al/Ti/Zr
724,5,25,27.316,50.659,0,0,0,0,0,22.025,0,0,0,0,0,0,0,425.5,7.9283,157.484,0.1598495,0.066272039,-27.19438917,1.5533959,0.118803345,3,Al/Ti/Zr
725,15,-25,23.20773,35.27479,0,0,0,0,0,41.51749,0,0,0,0,0,0,0,265.75,8.5687,197.302,0.159707035,0.059803077,-26.78184351,1.497278668,0.140992387,3,Al/Ti/Zr
726,15,-5,25.3833,40.81986,0,0,0,0,0,33.79684,0,0,0,0,0,0,0,304,8.6018,172.632,0.159626365,0.062863524,-27.53231881,1.519450834,0.135419315,3,Al/Ti/Zr
727,15,15,27.95903,46.33226,0,0,0,0,0,25.70872,0,0,0,0,0,0,0,321.5,8.0278,195.311,0.159467736,0.066126896,-28.19557995,1.542648971,0.125163039,3,Al/Ti/Zr
728,15,35,30.93491,51.81199,0,0,0,0,0,17.25311,0,0,0,0,0,0,0,395.8003,8.1354,172.912,0.159231103,0.069554365,-28.6271229,1.566872652,0.108250951,3,Al/Ti/Zr
729,25,5,28.32704,41.8443,0,0,0,0,0,29.82866,0,0,0,0,0,0,0,235,9.9975,149.15,0.15912852,0.065633095,-29.09515647,1.530664182,0.130894391,3,Al/Ti/Zr
730,25,25,31.78883,47.28436,0,0,0,0,0,20.92681,0,0,0,0,0,0,0,286.3854,9.0278,182.219,0.158797184,0.069420012,-29.74557676,1.556133368,0.1164143,3,Al/Ti/Zr
731,35,15,31.95677,42.81274,0,0,0,0,0,25.23049,0,0,0,0,0,0,0,176.9706,10.881,195.641,0.158496978,0.068682804,-30.60849802,1.543635902,0.124174568,3,Al/Ti/Zr
732,-35,-15,44.793,0,0,0,0,0,0,43.22476,0,0,0,0,11.98224,0,0,418.936,8.5941,176.962,0.325793941,0.530372573,-33.26287918,1.453023952,0.141530026,3,Mg/Al/Zr
733,-35,5,45.32,0,0,0,0,0,0,47.62,0,0,0,0,7.06,0,0,443.5,9.5453,171.374,0.254912,0.400500581,-37.43232992,1.455484,0.140758253,3,Mg/Al/Zr
734,-25,-25,47.42222,0,0,0,0,0,0,37.00356,0,0,0,0,15.57422,0,0,416.5267,10.7769,142.754,0.376947062,0.595462981,-30.09204842,1.459667372,0.14292547,3,Mg/Al/Zr
735,-25,-5,48.075,0,0,0,0,0,0,41.05,0,0,0,0,10.875,0,0,458.5625,10.4621,174.711,0.30924825,0.507281886,-34.0800735,1.462435,0.142110066,3,Mg/Al/Zr
736,-25,15,48.59,0,0,0,0,0,0,45.51333,0,0,0,0,5.896667,0,0,477.5,9.5802,158.728,0.237561967,0.359611074,-38.50738216,1.464872627,0.141164832,3,Mg/Al/Zr
737,-25,25,48.96455,0,0,0,0,0,0,47.57182,0,0,0,0,3.463636,0,0,479.0909,10.0241,183.62,0.202503831,0.250668283,-40.73648134,1.466408093,0.14069441,3,Mg/Al/Zr
738,-15,-35,48.96126,0,0,0,0,0,0,31.52753,0,0,0,0,19.51121,0,0,415.4634,10.1651,179.373,0.43326856,0.648812648,-26.45574377,1.463189286,0.143959323,3,Mg/Al/Zr
739,-15,-15,50.605,0,0,0,0,0,0,34.95,0,0,0,0,14.445,0,0,461.0625,10.6714,164.026,0.36010415,0.578201169,-30.50129238,1.468805,0.143056884,3,Mg/Al/Zr
740,-15,5,51.42,0,0,0,0,0,0,38.78667,0,0,0,0,9.793333,0,0,509.3125,8.675,180.942,0.293058333,0.482262601,-34.59284274,1.472017373,0.142068754,3,Mg/Al/Zr
741,-15,25,52.16909,0,0,0,0,0,0,42.90364,0,0,0,0,4.927273,0,0,524.4545,9.1526,159.723,0.222942064,0.321035759,-39.09137788,1.475088037,0.140960098,3,Mg/Al/Zr
742,-5,-25,51.85333,0,0,0,0,0,0,30.05167,0,0,0,0,18.095,0,0,459.425,10.2661,175.291,0.412353967,0.632292561,-26.87125812,1.471570324,0.143816668,3,Mg/Al/Zr
743,-5,-5,53.91875,0,0,0,0,0,0,32.8475,0,0,0,0,13.23375,0,0,507.125,10.813,151.409,0.342056763,0.557767622,-30.69886043,1.47832575,0.142564746,3,Mg/Al/Zr
744,-5,15,54.92182,0,0,0,0,0,0,36.30273,0,0,0,0,8.775455,0,0,555.2727,8.1899,181.689,0.277755905,0.456179375,-34.71208728,1.482026072,0.141357362,3,Mg/Al/Zr
745,-5,35,55.82007,0,0,0,0,0,0,40.03756,0,0,0,0,4.142363,0,0,584.3636,8.6954,163.841,0.210961355,0.286206041,-39.12117081,1.48546763,0.140033173,3,Mg/Al/Zr
746,5,-35,50.3557,0,0,0,0,0,0,26.12861,0,0,0,0,23.51569,0,0,460.6378,9.2141,189.159,0.490588039,0.690491642,-22.62943198,1.466292822,0.1449041,3,Mg/Al/Zr
747,5,-15,56.02375,0,0,0,0,0,0,28.0175,0,0,0,0,15.95875,0,0,498.5833,9.9419,172.395,0.380842313,0.603887269,-27.26791626,1.48367475,0.142725352,3,Mg/Al/Zr
748,5,5,57.625,0,0,0,0,0,0,31.28,0,0,0,0,11.095,0,0,552.625,9.4716,176.942,0.31059735,0.515231975,-31.40273166,1.489131,0.141066314,3,Mg/Al/Zr
749,5,25,58.56167,0,0,0,0,0,0,34.09333,0,0,0,0,7.345,0,0,602.125,9.0666,153.166,0.256494383,0.413916322,-34.88260835,1.492503676,0.139765105,3,Mg/Al/Zr
750,15,-25,55.24,0,0,0,0,0,0,23.935,0,0,0,0,20.825,0,0,500.25,9.1319,180.721,0.4509679,0.665269781,-22.99420854,1.480507,0.144010774,3,Mg/Al/Zr
751,15,-5,59.73,0,0,0,0,0,0,26.45,0,0,0,0,13.82,0,0,542.625,10.0692,164.886,0.3493829,0.570181007,-27.58859088,1.49448,0.140818783,3,Mg/Al/Zr
752,15,15,61.24833,0,0,0,0,0,0,29.59667,0,0,0,0,9.155,0,0,598.125,8.6811,180.689,0.282011717,0.468568132,-31.70262509,1.499664324,0.138814005,3,Mg/Al/Zr
753,15,35,62.23954,0,0,0,0,0,0,32.08893,0,0,0,0,5.671538,0,0,647.5399,8.2477,158.787,0.231731217,0.354604444,-34.99633479,1.503136511,0.137267161,3,Mg/Al/Zr
754,25,-25,56.73121,0,0,0,0,0,0,21.39564,0,0,0,0,21.87316,0,0,523.9671,9.1895,154.273,0.465757127,0.676533487,-21.23242566,1.484472889,0.143885132,3,Mg/Al/Zr
755,25,-15,59.445,0,0,0,0,0,0,22.585,0,0,0,0,17.97,0,0,546.5281,9.2508,178.97,0.40911405,0.632883589,-23.50968516,1.492852,0.141971779,3,Mg/Al/Zr
756,25,5,63.935,0,0,0,0,0,0,25.1,0,0,0,0,10.965,0,0,591.125,10.1127,133.037,0.30752905,0.514240074,-28.14423182,1.506825,0.137483888,3,Mg/Al/Zr
757,25,25,65.0092,0,0,0,0,0,0,27.78075,0,0,0,0,7.210052,0,0,642.845,8.2323,160.246,0.253328803,0.411337582,-31.67993046,1.510583776,0.135593374,3,Mg/Al/Zr
758,35,-15,62.37216,0,0,0,0,0,0,19.54922,0,0,0,0,18.07862,0,0,567.3212,9.0767,170.003,0.410119845,0.635130172,-21.51402362,1.501026324,0.140435339,3,Mg/Al/Zr
759,35,15,67.77886,0,0,0,0,0,0,23.47258,0,0,0,0,8.748566,0,0,638.1501,9.2752,173.751,0.274926405,0.459305835,-27.98215783,1.518031175,0.133483819,3,Mg/Al/Zr
760,-35,-25,51.90159,18.1029,29.99551,0,0,0,0,0,0,0,0,0,0,0,0,548.0577,11.7116,165.9,0.142126533,0.10185559,-19.02250618,1.626808045,0.022033617,3,Al/Ti/Cr
761,-35,-15,50.0325,20.8675,29.1,0,0,0,0,0,0,0,0,0,0,0,0,533.4057,11.4568,189.09,0.142978875,0.104841906,-20.05270523,1.62663675,0.021716032,3,Al/Ti/Cr
762,-35,5,45.00278,28.53111,26.46611,0,0,0,0,0,0,0,0,0,0,0,0,516,12.6034,160.435,0.145368878,0.11059197,-22.28624629,1.626086166,0.020770631,3,Al/Ti/Cr
763,-25,-25,55.3375,17.1625,27.5,0,0,0,0,0,0,0,0,0,0,0,0,548.4312,12.2262,151.268,0.142340625,0.098338265,-18.80539563,1.62546625,0.021574467,3,Al/Ti/Cr
764,-25,-5,50.875,23.06,26.065,0,0,0,0,0,0,0,0,0,0,0,0,515,11.7795,181.857,0.1440733,0.104672907,-21.06532242,1.6253385,0.020962238,3,Al/Ti/Cr
765,-25,15,45.03864,31.64591,23.31545,0,0,0,0,0,0,0,0,0,0,0,0,502.6667,11.8693,188.188,0.146714697,0.109804512,-23.36979778,1.624822316,0.019870358,3,Al/Ti/Cr
766,-25,25,41.40401,35.99246,22.60353,0,0,0,0,0,0,0,0,0,0,0,0,493.8182,11.525,167.341,0.14792948,0.111874782,-23.90425183,1.624901011,0.019468965,3,Al/Ti/Cr
767,-25,35,38.53038,39.87337,21.59625,0,0,0,0,0,0,0,0,0,0,0,0,486.099,11.409,191.932,0.149081018,0.112682745,-24.1756028,1.624785462,0.019004466,3,Al/Ti/Cr
768,-15,-35,61.14177,13.81594,25.04229,0,0,0,0,0,0,0,0,0,0,0,0,561.4961,10.8467,199.415,0.141946373,0.090870248,-17.23004382,1.623902739,0.021132606,3,Al/Ti/Cr
769,-15,-15,56.18,19.355,24.465,0,0,0,0,0,0,0,0,0,0,0,0,527,11.3534,184.885,0.14343505,0.098607452,-19.87199781,1.624168,0.020742415,3,Al/Ti/Cr
770,-15,5,51.25955,26.14864,22.59182,0,0,0,0,0,0,0,0,0,0,0,0,497.3333,11.5989,194.707,0.145470647,0.104371341,-22.37068337,1.623910935,0.01993576,3,Al/Ti/Cr
771,-15,25,43.85409,34.85227,21.29364,0,0,0,0,0,0,0,0,0,0,0,0,479.6364,11.7707,173.956,0.147880212,0.109665276,-24.15419658,1.624132047,0.019169729,3,Al/Ti/Cr
772,-5,-25,63.28,14.21,22.51,0,0,0,0,0,0,0,0,0,0,0,0,536.8417,10.9997,193.196,0.1425007,0.089179154,-17.38386468,1.622676,0.020402917,3,Al/Ti/Cr
773,-5,-5,57.92,20.8275,21.2525,0,0,0,0,0,0,0,0,0,0,0,0,504,11.4388,174.501,0.144381425,0.097242436,-20.63910684,1.622709,0.019764142,3,Al/Ti/Cr
774,-5,15,50.075,29.355,20.57,0,0,0,0,0,0,0,0,0,0,0,0,476.7273,11.4851,198.822,0.14663615,0.10496293,-23.45032108,1.6232205,0.019204775,3,Al/Ti/Cr
775,-5,35,42.81812,38.04563,19.13625,0,0,0,0,0,0,0,0,0,0,0,0,454.4551,11.3948,179.788,0.149066883,0.108787711,-24.86456313,1.623372688,0.018374523,3,Al/Ti/Cr
776,5,-35,69.5,12.04333,18.45667,0,0,0,0,0,0,0,0,0,0,0,0,548.9818,10.4961,197.066,0.142688632,0.081420701,-15.79747483,1.620432668,0.019095013,3,Al/Ti/Cr
777,5,-15,65.02,15.6825,19.2975,0,0,0,0,0,0,0,0,0,0,0,0,512,10.9799,179.021,0.143447075,0.088273179,-18.10238012,1.621217,0.019295049,3,Al/Ti/Cr
778,5,5,55.785,23.905,20.31,0,0,0,0,0,0,0,0,0,0,0,0,474.25,11.4195,190.013,0.14532045,0.099678865,-21.89388804,1.6225455,0.019345941,3,Al/Ti/Cr
779,5,25,48.635,32.585,18.78,0,0,0,0,0,0,0,0,0,0,0,0,451.4167,11.882,165.058,0.14776585,0.105231365,-24.38416854,1.6226485,0.018495958,3,Al/Ti/Cr
780,15,-5,62.19,18.6075,19.2025,0,0,0,0,0,0,0,0,0,0,0,0,482.25,11.241,171.216,0.144195425,0.092286484,-19.66368845,1.621462,0.019164878,3,Al/Ti/Cr
781,15,15,54.345,27.135,18.52,0,0,0,0,0,0,0,0,0,0,0,0,449.0833,11.6293,198.79,0.14645015,0.100747533,-23.12880906,1.6219735,0.018621769,3,Al/Ti/Cr
782,15,35,47.15435,35.75365,17.092,0,0,0,0,0,0,0,0,0,0,0,0,425.413,11.9085,178.689,0.148861853,0.10503539,-25.16621399,1.622121365,0.017779937,3,Al/Ti/Cr
783,25,5,60.055,21.685,18.26,0,0,0,0,0,0,0,0,0,0,0,0,446.75,11.449,191.521,0.14513445,0.095008769,-21.12263998,1.6212985,0.018722417,3,Al/Ti/Cr
784,25,25,52.37969,30.21828,17.40203,0,0,0,0,0,0,0,0,0,0,0,0,421.6328,12.7833,150.774,0.147422205,0.101904686,-24.11234777,1.621722843,0.018106462,3,Al/Ti/Cr
785,25,35,49.24204,34.11396,16.644,0,0,0,0,0,0,0,0,0,0,0,0,410.5394,12.0936,183.48,0.14853257,0.103543047,-25.02624955,1.621733396,0.01767884,3,Al/Ti/Cr
786,35,15,57.60503,24.6829,17.71206,0,0,0,0,0,0,0,0,0,0,0,0,417.8527,11.9229,166.767,0.14598254,0.097541575,-22.36764335,1.621324159,0.018418582,3,Al/Ti/Cr
787,-35,-25,59.20168,0,25.98369,0,0,0,0,0,0,0,0,0,14.81463,0,0,431.1246,7.3417,144.793,0.354172095,0.603145265,-3.159341158,1.578547955,0.113989158,3,Mg/Al/Cr
788,-35,-5,62.11917,0,21.9165,0,0,0,0,0,0,0,0,0,15.96433,0,0,458.5,7.2162,167.039,0.371655318,0.61922351,-2.880222412,1.57306526,0.116411488,3,Mg/Al/Cr
789,-35,5,63.63667,0,20.024,0,0,0,0,0,0,0,0,0,16.33933,0,0,473.5,7.4314,137.331,0.377459718,0.623968563,-2.78795122,1.57099401,0.116980895,3,Mg/Al/Cr
790,-25,-25,55.41714,0,28.39114,0,0,0,0,0,0,0,0,0,16.19171,0,0,435.0862,7.4107,126.723,0.373802795,0.624516761,-2.598131116,1.575620279,0.11874495,3,Mg/Al/Cr
791,-25,-5,58.58083,0,23.4315,0,0,0,0,0,0,0,0,0,17.98767,0,0,462.9286,7.2159,157.81,0.400862682,0.646771682,-2.287343323,1.56775274,0.122433082,3,Mg/Al/Cr
792,-25,15,61.74273,0,19.46945,0,0,0,0,0,0,0,0,0,18.78782,0,0,492.8333,7.1747,163.035,0.413234036,0.655225001,-2.224827204,1.563371265,0.123375586,3,Mg/Al/Cr
793,-25,25,63.64345,0,17.05015,0,0,0,0,0,0,0,0,0,19.30639,0,0,506.5909,7.2345,147.067,0.421225061,0.660481914,-2.163403973,1.560605744,0.123944455,3,Mg/Al/Cr
794,-25,35,54.16276,0,30.47972,0,0,0,0,0,0,0,0,0,15.35753,0,0,423.6512,7.0705,168.311,0.361272877,0.612980351,-2.775213149,1.579167431,0.116760922,3,Mg/Al/Cr
795,-15,-35,49.59227,0,34.04114,0,0,0,0,0,0,0,0,0,16.36659,0,0,421.6928,6.9661,174.46,0.375333811,0.628745089,-2.053515842,1.5779208,0.120631192,3,Mg/Al/Cr
796,-15,-15,53.42429,0,27.75829,0,0,0,0,0,0,0,0,0,18.81743,0,0,453.2143,6.8719,153.36,0.412173477,0.658051155,-1.721653091,1.567427016,0.125766338,3,Mg/Al/Cr
797,-15,5,56.56,0,23.054,0,0,0,0,0,0,0,0,0,20.386,0,0,482.1667,7.1179,168.006,0.4358743,0.674013324,-1.626365786,1.560369,0.128298534,3,Mg/Al/Cr
798,-15,25,60.35636,0,18.20673,0,0,0,0,0,0,0,0,0,21.43691,0,0,505.9545,7.2493,144.652,0.452058567,0.683290046,-1.683808976,1.554792635,0.129230546,3,Mg/Al/Cr
799,-5,-25,47.32033,0,33.73633,0,0,0,0,0,0,0,0,0,18.94333,0,0,435.1112,6.7314,168.369,0.412931764,0.661294642,-0.967627827,1.570038014,0.127653663,3,Mg/Al/Cr
800,-5,-5,51.0245,0,27.6995,0,0,0,0,0,0,0,0,0,21.276,0,0,470.375,7.0017,143.386,0.44800541,0.684407041,-0.864278565,1.56002175,0.13169306,3,Mg/Al/Cr
