Number,X,Y,Al,Ti,Cr,Fe,Co,Ni,Cu,Zr,Mo,W,Mn,Si,Mg,Re,Ta,Thickness,Hardness,Modulus,ravg,delta,dHmix,ENavg,dEN,N,Compo
138,15,25,0,0,46.93667,26.59333,0,26.47,0,0,0,0,0,0,0,0,0,503.7312,9.385,169.34,0.124734067,0.003542167,-4.541179532,1.771383661,0.108733171,3,Ni/Fe/Cr
139,15,-25,0,0,29.4875,31.30125,0,39.21125,0,0,0,0,0,0,0,0,0,605.8056,8.992,197.31,0.124686988,0.003719068,-4.588564011,1.81124025,0.103341566,3,Ni/Fe/Cr
140,15,35,0,0,50.14955,25.20311,0,24.64734,0,0,0,0,0,0,0,0,0,480.9343,9.288,171.69,0.124747969,0.00348045,-4.463469974,1.764463637,0.108515597,3,Ni/Fe/Cr
141,25,5,0,0,44.255,25.6775,0,30.0675,0,0,0,0,0,0,0,0,0,562.0469,8.989,187.82,0.124743225,0.003502028,-4.797973885,1.7788205,0.109975787,3,Ni/Fe/Cr
142,25,-5,0,0,40.6175,26.22625,0,33.15625,0,0,0,0,0,0,0,0,0,580.9756,9.096,168.57,0.124737738,0.003526315,-4.892576321,1.78747525,0.109782071,3,Ni/Fe/Cr
143,25,15,0,0,47.52333,24.14667,0,28.33,0,0,0,0,0,0,0,0,0,540.6413,9.067,193.8,0.124758533,0.003430407,-4.776012825,1.771874339,0.110312148,3,Ni/Fe/Cr
144,25,-15,0,0,36.98,26.775,0,36.245,0,0,0,0,0,0,0,0,0,598.9005,9.046,168.94,0.12473225,0.003549896,-4.92537598,1.79613,0.108902356,3,Ni/Fe/Cr
145,25,25,0,0,50.82747,22.88396,0,26.28857,0,0,0,0,0,0,0,0,0,517.8768,9.435,145.86,0.12477116,0.00336685,-4.687830992,1.764624157,0.10998912,3,Ni/Fe/Cr
146,25,-25,0,0,33.09008,27.31769,0,39.59223,0,0,0,0,0,0,0,0,0,614.4571,9.028,190.74,0.124726823,0.003572535,-4.895140594,1.805420648,0.107204437,3,Ni/Fe/Cr
147,-25,25,0,0,37.56364,24.98545,0,37.45091,0,0,0,0,0,0,0,0,0,418.6383,10.09,170.96,0.124750146,0.003470366,-5.063019054,1.79610254,0.110016873,3,Ni/Fe/Cr
148,-25,-25,0,0,22.11542,28.52997,0,49.35461,0,0,0,0,0,0,0,0,0,538.0716,9.3,195.49,0.1247147,0.00362072,-4.435043543,1.831887474,0.097706135,3,Ni/Fe/Cr
149,-25,15,0,0,34.31556,25.70222,0,39.98222,0,0,0,0,0,0,0,0,0,440.015,9.83,188.97,0.124742978,0.003503137,-5.016534235,1.803649324,0.108543543,3,Ni/Fe/Cr
150,-25,-15,0,0,25.365,27.79,0,46.845,0,0,0,0,0,0,0,0,0,512.3794,9.335,191.16,0.1247221,0.003591696,-4.65044097,1.8243555,0.101472679,3,Ni/Fe/Cr
151,-25,5,0,0,31.60222,26.46889,0,41.92889,0,0,0,0,0,0,0,0,0,460.4107,10.076,164,0.124735311,0.003536829,-4.932568033,1.809819338,0.106814004,3,Ni/Fe/Cr
152,-25,-5,0,0,28.68625,27.1825,0,44.13125,0,0,0,0,0,0,0,0,0,486.2881,9.972,151.85,0.124728175,0.003566958,-4.816271956,1.816538375,0.10456343,3,Ni/Fe/Cr
153,-15,-35,0,0,20.7087,26.14131,0,53.14999,0,0,0,0,0,0,0,0,0,593.8742,9.319,185.48,0.124738587,0.003522603,-4.409937465,1.837315202,0.096606943,3,Ni/Fe/Cr
154,-15,25,0,0,40.35727,22.33091,0,37.31182,0,0,0,0,0,0,0,0,0,440.235,9.963,166.54,0.124776691,0.003337674,-5.243300284,1.791242097,0.112022464,3,Ni/Fe/Cr
155,-15,15,0,0,36.84182,23.02273,0,40.13545,0,0,0,0,0,0,0,0,0,463.5736,9.601,193.37,0.124769773,0.00337404,-5.218758282,1.799477266,0.11083464,3,Ni/Fe/Cr
156,-15,-15,0,0,27.42125,25.0325,0,47.54625,0,0,0,0,0,0,0,0,0,539.0131,9.414,174.85,0.124749675,0.003472556,-4.877307481,1.821420875,0.104374805,3,Ni/Fe/Cr
157,-15,5,0,0,33.86111,23.76444,0,42.37444,0,0,0,0,0,0,0,0,0,485.0656,9.458,197.2,0.124762343,0.003411608,-5.145047604,1.806335482,0.10926035,3,Ni/Fe/Cr
158,-15,-5,0,0,30.7425,24.425,0,44.8325,0,0,0,0,0,0,0,0,0,512.0394,9.658,165.55,0.12475575,0.003443862,-5.035518043,1.81360375,0.107168211,3,Ni/Fe/Cr
159,-5,35,0,0,46.61398,18.9439,0,34.44212,0,0,0,0,0,0,0,0,0,438.1661,9.739,178.03,0.124810561,0.003139614,-5.370550712,1.77830993,0.114034524,3,Ni/Fe/Cr
160,-5,-35,0,0,22.61354,22.86842,0,54.51804,0,0,0,0,0,0,0,0,0,623.5227,9.316,203.12,0.124771316,0.003366041,-4.65621598,1.835171414,0.09998862,3,Ni/Fe/Cr
161,-5,25,0,0,43.15091,19.67636,0,37.17273,0,0,0,0,0,0,0,0,0,461.8317,9.464,169.29,0.124803236,0.003185431,-5.416064305,1.786381637,0.113785351,3,Ni/Fe/Cr
162,-5,-25,0,0,26.118,22.509,0,51.373,0,0,0,0,0,0,0,0,0,595.3191,9.262,195.24,0.12477491,0.00334716,-4.91716795,1.8266978,0.104043594,3,Ni/Fe/Cr
163,-5,15,0,0,39.63545,20.36818,0,39.99636,0,0,0,0,0,0,0,0,0,485.4972,9.304,196.88,0.124796306,0.003227139,-5.413409675,1.79461664,0.112970982,3,Ni/Fe/Cr
164,-5,-15,0,0,29.452,22.026,0,48.522,0,0,0,0,0,0,0,0,0,567.325,9.316,177.27,0.12477974,0.003321228,-5.115876202,1.8187492,0.107193542,3,Ni/Fe/Cr
165,-5,-5,0,0,32.786,21.543,0,45.671,0,0,0,0,0,0,0,0,0,539.327,9.631,160.95,0.12478457,0.003294641,-5.262270138,1.8108006,0.109678991,3,Ni/Fe/Cr
166,5,5,0,0,39.105,18.8075,0,42.0875,0,0,0,0,0,0,0,0,0,538.7625,9.102,191.68,0.124811925,0.003130887,-5.535764165,1.7971915,0.113659788,3,Ni/Fe/Cr
167,5,-5,0,0,35.2875,18.85125,0,45.86125,0,0,0,0,0,0,0,0,0,567.6875,9.251,172.97,0.124811488,0.003133693,-5.489039711,1.80670025,0.112206636,3,Ni/Fe/Cr
168,5,15,0,0,42.55667,17.98167,0,39.46167,0,0,0,0,0,0,0,0,0,511.5717,9.193,186.52,0.124820196,0.003076703,-5.575965731,1.78922318,0.114724281,3,Ni/Fe/Cr
169,5,-15,0,0,31.47,18.895,0,49.635,0,0,0,0,0,0,0,0,0,596.149,9.233,176.4,0.12481105,0.003136492,-5.36177058,1.816209,0.109914869,3,Ni/Fe/Cr
170,5,25,0,0,46.00833,17.15583,0,36.83583,0,0,0,0,0,0,0,0,0,486.115,9.672,156.92,0.124828429,0.003020114,-5.566597888,1.78125432,0.115229236,3,Ni/Fe/Cr
171,5,-35,0,0,24.65064,19.73131,0,55.61805,0,0,0,0,0,0,0,0,0,652.7791,9.277,201.79,0.124802687,0.003188799,-4.911346835,1.832588352,0.10332904,3,Ni/Fe/Cr
172,5,43,0,0,51.52498,15.82186,0,32.65316,0,0,0,0,0,0,0,0,0,445.34,9.957,158.46,0.124841781,0.002923267,-5.450264954,1.768530062,0.114899818,3,Ni/Fe/Cr
173,15,-5,0,0,38.2725,16.59875,0,45.12875,0,0,0,0,0,0,0,0,0,594.6575,9.341,162.3,0.124834013,0.002980513,-5.689507171,1.80103975,0.114500203,3,Ni/Fe/Cr
174,15,15,0,0,45.54167,15.72917,0,38.72917,0,0,0,0,0,0,0,0,0,538.5417,8.929,182.42,0.124842721,0.002916274,-5.71249025,1.78356268,0.116119628,3,Ni/Fe/Cr
175,15,25,0,0,48.99333,14.90333,0,36.10333,0,0,0,0,0,0,0,0,0,513.085,9.334,170.68,0.124850954,0.002852371,-5.675215989,1.77559382,0.116231118,3,Ni/Fe/Cr
176,15,-25,0,0,30.6375,16.68625,0,52.67625,0,0,0,0,0,0,0,0,0,652.5075,9.235,197.25,0.124833138,0.002986812,-5.426497361,1.82005725,0.110121112,3,Ni/Fe/Cr
177,15,35,0,0,52.43156,14.0503,0,33.51814,0,0,0,0,0,0,0,0,0,486.9791,9.455,170.04,0.124859497,0.002783193,-5.592167029,1.76768086,0.115819716,3,Ni/Fe/Cr
178,25,5,0,0,45.075,14.3025,0,40.6225,0,0,0,0,0,0,0,0,0,592.7025,8.881,193.01,0.124856975,0.002803995,-5.849642445,1.7858705,0.116957694,3,Ni/Fe/Cr
179,25,-5,0,0,41.2575,14.34625,0,44.39625,0,0,0,0,0,0,0,0,0,621.6275,9.061,184.69,0.124856538,0.002807573,-5.874991121,1.79537925,0.116473951,3,Ni/Fe/Cr
180,25,15,0,0,48.52667,13.47667,0,37.99667,0,0,0,0,0,0,0,0,0,565.5117,8.973,193.94,0.124865246,0.002734742,-5.834031259,1.77790218,0.117225393,3,Ni/Fe/Cr
181,25,-15,0,0,37.44,14.39,0,48.17,0,0,0,0,0,0,0,0,0,650.6068,9.246,174.63,0.1248561,0.002811143,-5.81979512,1.804888,0.115206022,3,Ni/Fe/Cr
182,25,25,0,0,52.03872,12.78085,0,35.18043,0,0,0,0,0,0,0,0,0,539.3338,9.652,146.74,0.124872192,0.002673745,-5.751832998,1.76967852,0.116842016,3,Ni/Fe/Cr
183,25,-25,0,0,33.44961,14.29632,0,52.25407,0,0,0,0,0,0,0,0,0,679.9468,9.283,191.82,0.124857037,0.002803489,-5.682974391,1.814938919,0.113067951,3,Ni/Fe/Cr
184,-35,-15,0,0,0,0,0,61.68472,0,0,32.41496,5.90032,0,0,0,0,0,471.8569,11.028,172.57,0.129273684,0.041982026,-6.035373152,2.01758884,0.143638921,3,Ni/Mo/W
185,-35,5,0,0,0,0,0,63.03735,0,0,32.30718,4.655468,0,0,0,0,0,568.5874,11.363,219.77,0.129112443,0.041625137,-6.054527276,2.011717518,0.138826686,3,Ni/Mo/W
186,-25,25,0,0,0,0,0,68.40559,0,0,28.3321,3.262306,0,0,0,0,0,700.8906,10.692,234.68,0.128508003,0.0401892,-5.694399206,1.995510551,0.130390431,3,Ni/Mo/W
187,-25,-25,0,0,0,0,0,65.17411,0,0,28.63766,6.188232,0,0,0,0,0,455.5202,11.145,206.11,0.128892733,0.041352486,-5.709990224,2.009441232,0.143321863,3,Ni/Mo/W
188,-25,15,0,0,0,0,0,67.77371,0,0,28.49716,3.729132,0,0,0,0,0,648.7112,10.772,202.54,0.128582186,0.04042571,-5.711087654,1.998024032,0.132717723,3,Ni/Mo/W
189,-25,-5,0,0,0,0,0,66.57949,0,0,28.6253,4.795211,0,0,0,0,0,548.7285,10.484,220.19,0.12872421,0.040865795,-5.719517294,2.003141719,0.13757085,3,Ni/Mo/W
190,-15,-35,0,0,0,0,0,68.66351,0,0,24.86035,6.476145,0,0,0,0,0,439.1835,10.634,231.83,0.128511782,0.040488724,-5.313206711,2.001293623,0.142539134,3,Ni/Mo/W
191,-15,25,0,0,0,0,0,72.47174,0,0,24.69565,2.832606,0,0,0,0,0,729.252,10.551,192.11,0.128056429,0.03874654,-5.257603495,1.984485776,0.124990664,3,Ni/Mo/W
192,-15,-15,0,0,0,0,0,69.90097,0,0,25.04404,5.054987,0,0,0,0,0,529.8505,10.982,243.5,0.128361439,0.039939655,-5.325705722,1.995357484,0.136392681,3,Ni/Mo/W
193,-15,5,0,0,0,0,0,71.59148,0,0,24.74333,3.665185,0,0,0,0,0,626.1481,10.557,234.31,0.128161582,0.039185818,-5.274827744,1.988351562,0.129412512,3,Ni/Mo/W
194,-5,35,0,0,0,0,0,77.06393,0,0,20.98149,1.954577,0,0,0,0,0,809.1879,10.251,218.2,0.127542509,0.036555526,-4.708117877,1.971249264,0.115412175,3,Ni/Mo/W
195,-5,-25,0,0,0,0,0,73.22245,0,0,21.46278,5.314763,0,0,0,0,0,510.9724,10.823,187.14,0.127998669,0.038773673,-4.867352501,1.98757325,0.134755342,3,Ni/Mo/W
196,-5,15,0,0,0,0,0,76.18037,0,0,21.06926,2.75037,0,0,0,0,0,705.037,10.19,244.88,0.127647663,0.037114137,-4.745608308,1.975049815,0.120442137,3,Ni/Mo/W
197,-5,-5,0,0,0,0,0,75.42667,0,0,20.91926,3.654074,0,0,0,0,0,605.2222,10.63,206.47,0.127739612,0.037599856,-4.748773898,1.978741559,0.12549361,3,Ni/Mo/W
198,5,5,0,0,0,0,0,79.67296,0,0,17.64519,2.681852,0,0,0,0,0,678.9259,10.202,184.93,0.127262796,0.03522196,-4.192769952,1.966181347,0.115337135,3,Ni/Mo/W
199,5,-15,0,0,0,0,0,77.84148,0,0,18.03963,4.118889,0,0,0,0,0,582.4444,10.303,231.11,0.127478625,0.036470854,-4.316592693,1.973634056,0.124764672,3,Ni/Mo/W
200,5,25,0,0,0,0,0,80.05394,0,0,17.94426,2.0018,0,0,0,0,0,780.9724,9.948,217.17,0.127214085,0.034883534,-4.21452677,1.96386875,0.111206858,3,Ni/Mo/W
201,5,-35,0,0,0,0,0,76.13986,0,0,18.19631,5.663836,0,0,0,0,0,490.299,10.661,202.28,0.127681262,0.037548172,-4.396793005,1.980978152,0.133431931,3,Ni/Mo/W
202,15,-5,0,0,0,0,0,81.74519,0,0,15.16556,3.089259,0,0,0,0,0,650.963,9.914,227.51,0.127038934,0.033986418,-3.774230911,1.961815737,0.114233847,3,Ni/Mo/W
203,15,15,0,0,0,0,0,82.63986,0,0,15.22182,2.13832,0,0,0,0,0,750.9616,9.754,215.95,0.126930999,0.03320945,-3.734253965,1.95767699,0.10756691,3,Ni/Mo/W
204,15,-25,0,0,0,0,0,80.04026,0,0,15.36232,4.597421,0,0,0,0,0,557.7705,10.429,186.55,0.127241547,0.035308272,-3.88446597,1.969094214,0.124173684,3,Ni/Mo/W
205,15,35,0,0,0,0,0,83.98758,0,0,14.79368,1.218738,0,0,0,0,0,856.5909,9.767,243.86,0.126773551,0.032051092,-3.601789697,1.952468483,0.099551088,3,Ni/Mo/W
206,25,5,0,0,0,0,0,85.22578,0,0,12.49938,2.27484,0,0,0,0,0,720.9507,9.684,227.03,0.126647913,0.031270582,-3.215404364,1.95148523,0.103429392,3,Ni/Mo/W
207,25,-15,0,0,0,0,0,83.83482,0,0,12.61568,3.549502,0,0,0,0,0,624.6372,9.88,200.66,0.126813668,0.032596071,-3.318459367,1.957511997,0.113204043,3,Ni/Mo/W
208,25,25,0,0,0,0,0,86.40559,0,0,12.26729,1.327121,0,0,0,0,0,824.0387,9.717,235.22,0.126508658,0.030077415,-3.105499612,1.946640289,0.09493138,3,Ni/Mo/W
209,25,-25,0,0,0,0,0,83.17411,0,0,12.57284,4.253047,0,0,0,0,0,578.6684,9.8,231.23,0.126893374,0.033204166,-3.352549455,1.960570754,0.117953542,3,Ni/Mo/W
210,35,-5,0,0,0,0,0,87.59106,0,0,9.87755,2.531394,0,0,0,0,0,691.9208,9.778,190.81,0.126390303,0.029246709,-2.68859119,1.946085224,0.099987018,3,Ni/Mo/W
211,35,15,0,0,0,0,0,88.8236,0,0,9.74089,1.435505,0,0,0,0,0,791.4865,9.88,195.49,0.126243752,0.027788197,-2.575626634,1.940811902,0.089697127,3,Ni/Mo/W
212,-28,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,288.9267,11.127,186.04,0.125,0,0,1.91,0,1,Ni
213,-25,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,303.9524,11.007,180.53,0.125,0,0,1.91,0,1,Ni
214,-22,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,318.9781,11.164,163.94,0.125,0,0,1.91,0,1,Ni
215,-18,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,339.0124,10.243,226.74,0.125,0,0,1.91,0,1,Ni
216,-15,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,354.0381,10.184,223.1,0.125,0,0,1.91,0,1,Ni
217,-12,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,369.0638,10.225,215.78,0.125,0,0,1.91,0,1,Ni
218,-8,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,389.0981,10.171,205.82,0.125,0,0,1.91,0,1,Ni
219,-5,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,404.1238,10.186,193.58,0.125,0,0,1.91,0,1,Ni
220,-2,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,419.1495,10.183,186.99,0.125,0,0,1.91,0,1,Ni
221,2,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,439.1838,9.803,239.05,0.125,0,0,1.91,0,1,Ni
222,5,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,454.2095,9.76,233.44,0.125,0,0,1.91,0,1,Ni
223,8,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,469.2352,9.694,226.77,0.125,0,0,1.91,0,1,Ni
224,12,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,489.2695,9.635,211.37,0.125,0,0,1.91,0,1,Ni
225,15,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,504.2952,9.653,199.74,0.125,0,0,1.91,0,1,Ni
226,18,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,519.321,9.666,193.16,0.125,0,0,1.91,0,1,Ni
227,22,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,539.3552,9.461,244.49,0.125,0,0,1.91,0,1,Ni
228,25,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,554.381,9.439,237.96,0.125,0,0,1.91,0,1,Ni
229,28,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,569.4067,9.416,229.22,0.125,0,0,1.91,0,1,Ni
230,-28,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,279.78,11.607,190,0.125,0,0,1.91,0,1,Ni
231,-25,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,303.4286,11.422,187.62,0.125,0,0,1.91,0,1,Ni
232,-22,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,327.0771,11.611,172.31,0.125,0,0,1.91,0,1,Ni
233,-18,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,358.6086,10.723,223.79,0.125,0,0,1.91,0,1,Ni
234,-15,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,382.2571,10.709,218.11,0.125,0,0,1.91,0,1,Ni
235,-12,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,405.9057,10.679,208.7,0.125,0,0,1.91,0,1,Ni
236,-8,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,437.4371,10.585,201.96,0.125,0,0,1.91,0,1,Ni
237,-5,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,461.0857,10.37,194.18,0.125,0,0,1.91,0,1,Ni
238,-2,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,484.7343,10.378,179.21,0.125,0,0,1.91,0,1,Ni
239,2,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,516.2657,9.781,226.27,0.125,0,0,1.91,0,1,Ni
240,5,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,539.9143,9.731,223.75,0.125,0,0,1.91,0,1,Ni
241,8,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,563.5629,9.793,215.24,0.125,0,0,1.91,0,1,Ni
242,12,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,595.0943,9.681,205.48,0.125,0,0,1.91,0,1,Ni
243,15,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,618.7429,9.608,199.57,0.125,0,0,1.91,0,1,Ni
244,18,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,642.3914,9.605,185.49,0.125,0,0,1.91,0,1,Ni
245,22,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,673.9229,9.14,231.6,0.125,0,0,1.91,0,1,Ni
246,25,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,697.5714,9.284,230.43,0.125,0,0,1.91,0,1,Ni
247,28,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,721.22,9.268,223.81,0.125,0,0,1.91,0,1,Ni
248,-28,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,230.4098,5.865,171.58,0.128,0,0,1.9,0,1,Cu
249,-25,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,242.4483,5.774,150.49,0.128,0,0,1.9,0,1,Cu
250,-22,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,254.4868,5.562,147.15,0.128,0,0,1.9,0,1,Cu
251,-18,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,270.5381,5.111,230.5,0.128,0,0,1.9,0,1,Cu
252,-15,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,282.5766,4.911,217.8,0.128,0,0,1.9,0,1,Cu
253,-12,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,294.6151,4.806,204.61,0.128,0,0,1.9,0,1,Cu
254,-8,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,310.6664,4.816,196.76,0.128,0,0,1.9,0,1,Cu
255,-5,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,322.7049,4.622,178.58,0.128,0,0,1.9,0,1,Cu
256,-2,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,334.7433,4.463,168.99,0.128,0,0,1.9,0,1,Cu
257,2,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,350.7947,4.148,247.16,0.128,0,0,1.9,0,1,Cu
258,5,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,362.8331,4.021,238.7,0.128,0,0,1.9,0,1,Cu
259,8,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,374.8716,3.835,226.9,0.128,0,0,1.9,0,1,Cu
260,12,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,390.9229,3.669,205.64,0.128,0,0,1.9,0,1,Cu
261,15,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,402.9614,3.484,185.57,0.128,0,0,1.9,0,1,Cu
262,18,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,414.9999,3.405,173.97,0.128,0,0,1.9,0,1,Cu
263,22,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,431.0512,3.226,259.9,0.128,0,0,1.9,0,1,Cu
264,25,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,443.0897,3.072,248.94,0.128,0,0,1.9,0,1,Cu
265,28,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,455.1282,2.939,235.33,0.128,0,0,1.9,0,1,Cu
266,-28,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,230.1761,5.254,177.23,0.128,0,0,1.9,0,1,Cu
267,-25,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,253.7411,5.192,155.37,0.128,0,0,1.9,0,1,Cu
268,-22,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,277.3062,4.897,154.11,0.128,0,0,1.9,0,1,Cu
269,-18,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,308.7262,4.455,245.27,0.128,0,0,1.9,0,1,Cu
270,-15,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,332.2913,4.279,234.34,0.128,0,0,1.9,0,1,Cu
271,-12,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,355.8563,4.108,220.12,0.128,0,0,1.9,0,1,Cu
272,-8,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,387.2764,3.962,197.16,0.128,0,0,1.9,0,1,Cu
273,-5,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,410.8414,3.813,175.22,0.128,0,0,1.9,0,1,Cu
274,-2,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,434.4065,3.68,165.23,0.128,0,0,1.9,0,1,Cu
275,2,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,465.8265,3.402,252.1,0.128,0,0,1.9,0,1,Cu
276,5,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,489.3916,3.305,242.07,0.128,0,0,1.9,0,1,Cu
277,8,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,512.9566,3.177,225.01,0.128,0,0,1.9,0,1,Cu
278,12,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,544.3767,3.112,203.19,0.128,0,0,1.9,0,1,Cu
279,15,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,567.9417,3.075,179.18,0.128,0,0,1.9,0,1,Cu
280,18,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,591.5068,3.014,166.56,0.128,0,0,1.9,0,1,Cu
281,22,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,622.9268,2.855,253.67,0.128,0,0,1.9,0,1,Cu
282,25,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,646.4919,2.839,239.86,0.128,0,0,1.9,0,1,Cu
283,28,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,670.0569,2.813,225.97,0.128,0,0,1.9,0,1,Cu
284,-45,-5,0,0,0,0,0,59.80671,0,0,34.64659,5.546699,0,0,0,0,0,502.3011,13.287,184.24,0.129476728,0.042209979,-6.199951752,2.021576601,0.142957483,3,Ni/Mo/W
285,-35,25,0,0,0,0,0,64.12239,0,0,32.10743,3.770178,0,0,0,0,0,660.7209,12.401,204.19,0.128984236,0.041319962,-6.054757804,2.007234338,0.135082309,3,Ni/Mo/W
286,-35,-15,0,0,0,0,0,61.68472,0,0,32.41496,5.90032,0,0,0,0,0,471.8569,13.285,191.71,0.129273684,0.041982026,-6.035373152,2.01758884,0.143638921,3,Ni/Mo/W
287,-35,5,0,0,0,0,0,63.03735,0,0,32.30718,4.655468,0,0,0,0,0,568.5874,13.269,169.42,0.129112443,0.041625137,-6.054527276,2.011717518,0.138826686,3,Ni/Mo/W
288,-25,35,0,0,0,0,0,68.97155,0,0,28.12948,2.898975,0,0,0,0,0,743.5489,12.282,202.91,0.128442126,0.039975139,-5.672310901,1.993369183,0.128456004,3,Ni/Mo/W
289,-25,-25,0,0,0,0,0,65.17411,0,0,28.63766,6.188232,0,0,0,0,0,455.5202,13.915,175.69,0.128892733,0.041352486,-5.709990224,2.009441232,0.143321863,3,Ni/Mo/W
290,-25,25,0,0,0,0,0,68.40559,0,0,28.3321,3.262306,0,0,0,0,0,700.8906,12.282,202.91,0.128508003,0.0401892,-5.694399206,1.995510551,0.130390431,3,Ni/Mo/W
291,-25,15,0,0,0,0,0,67.77371,0,0,28.49716,3.729132,0,0,0,0,0,648.7112,12.637,183.52,0.128582186,0.04042571,-5.711087654,1.998024032,0.132717723,3,Ni/Mo/W
292,-25,-5,0,0,0,0,0,66.57949,0,0,28.6253,4.795211,0,0,0,0,0,548.7285,13.027,197.03,0.12872421,0.040865795,-5.719517294,2.003141719,0.13757085,3,Ni/Mo/W
293,5,5,0,0,0,0,0,79.67296,0,0,17.64519,2.681852,0,0,0,0,0,678.9259,12.169,185.62,0.127262796,0.03522196,-4.192769952,1.966181347,0.115337135,3,Ni/Mo/W
294,5,-15,0,0,0,0,0,77.84148,0,0,18.03963,4.118889,0,0,0,0,0,582.4444,12.544,197.52,0.127478625,0.036470854,-4.316592693,1.973634056,0.124764672,3,Ni/Mo/W
295,5,25,0,0,0,0,0,80.05394,0,0,17.94426,2.0018,0,0,0,0,0,780.9724,11.727,200.28,0.127214085,0.034883534,-4.21452677,1.96386875,0.111206858,3,Ni/Mo/W
