Number,X,Y,Al,Ti,Cr,Fe,Co,Ni,Cu,Zr,Mo,W,Mn,Si,Mg,Resistance,Thickness,Resistivity,Ex_resistivity,ravg,delta,dHmix,ENavg,dEN,N,Compo
53681,19,23,0,33.10312,60.66622,0,6.219697,0,0,0,0.01096382,0,0,0,0,0.466,529.8,111.8397204,89.96443794,0.139235549,0.145326411,-8.533496555,1.660496918,0.059725588,4,Cr/Ti/Co/Mo
53682,19,25,0,33.32623,60.51505,0,6.134882,0,0,0,0.02383728,0,0,0,0,0.468,518.6,109.9452744,87.999787,0.1393329,0.145465799,-8.532303435,1.660285423,0.059682613,4,Cr/Ti/Co/Mo
53683,19,27,0,33.53136,60.37928,0,6.048895,0,0,0,0.04046204,0,0,0,0,0.471,514.9,109.8606087,87.85041578,0.139422932,0.145588266,-8.527573194,1.660097286,0.059710238,4,Cr/Ti/Co/Mo
53684,19,29,0,33.71852,60.25891,0,5.961738,0,0,0,0.06083807,0,0,0,0,0.472,518.7,110.9063592,88.83695585,0.139505663,0.145694665,-8.519394658,1.659932707,0.059808596,4,Cr/Ti/Co/Mo
53685,19,31,0,33.8877,60.15393,0,5.87341,0,0,0,0.0849654,0,0,0,0,0.473,522.5,111.9555525,89.83243931,0.139581064,0.145785787,-8.507845357,1.659791339,0.059977525,4,Cr/Ti/Co/Mo
53686,19,33,0,34.03891,60.06434,0,5.783911,0,0,0,0.112844,0,0,0,0,0.476,526.3,113.4850164,91.31368978,0.13964915,0.145862328,-8.493004922,1.659673343,0.060216598,4,Cr/Ti/Co/Mo
53687,19,35,0,34.17214,59.99015,0,5.693242,0,0,0,0.1444739,0,0,0,0,0.48,530.1,115.264944,93.05090324,0.13970992,0.145924907,-8.474945722,1.659578744,0.060525124,4,Cr/Ti/Co/Mo
53688,19,37,0,34.28739,59.93135,0,5.601401,0,0,0,0.1798551,0,0,0,0,0.484,533.9,117.0586428,94.80738857,0.139763357,0.145974088,-8.453734847,1.659507337,0.060902146,4,Cr/Ti/Co/Mo
53689,21,-37,0,21.67767,67.55403,0,10.7683,0,0,0,0,0,0,0,0,0.384,542.6167,94.3892602,76.16844313,0.134321398,0.131908369,-7.878700936,1.675019192,0.07302824,4,Cr/Ti/Co/Mo
53690,21,-35,0,22.0183,67.34382,0,10.63788,0,0,0,0,0,0,0,0,0.387,549.2777,96.29442286,77.96495565,0.134467869,0.132506803,-7.921416743,1.674596016,0.072718519,4,Cr/Ti/Co/Mo
53691,21,-33,0,22.35491,67.13996,0,10.50512,0,0,0,0,0,0,0,0,0.389,555.7297,97.92902054,79.49194386,0.134612599,0.133084109,-7.961262411,1.674169134,0.072397428,4,Cr/Ti/Co/Mo
53692,21,-31,0,22.69518,66.93812,0,10.36671,0,0,0,0,0,0,0,0,0.391,561.9726,99.53827283,80.99214953,0.13475894,0.133653698,-7.999041149,1.673728856,0.072056461,4,Cr/Ti/Co/Mo
53693,21,-29,0,23.0958,66.69365,0,10.21055,0,0,0,0,0,0,0,0,0.393,568.0065,101.1216292,82.44754862,0.134931194,0.134306684,-8.043720313,1.67322489,0.071669668,4,Cr/Ti/Co/Mo
53694,21,-27,0,23.55679,66.40655,0,10.03665,0,0,0,0,0,0,0,0,0.396,573.8314,102.9384672,84.11750967,0.135129407,0.13503492,-8.09453938,1.672657748,0.071234994,4,Cr/Ti/Co/Mo
53695,21,-25,0,24.01778,66.11946,0,9.862758,0,0,0,0,0,0,0,0,0.398,579.4472,104.4708535,85.50301728,0.135327643,0.13573891,-8.142985157,1.672090922,0.070793136,4,Cr/Ti/Co/Mo
53696,21,-23,0,24.47877,65.83237,0,9.688861,0,0,0,0,0,0,0,0,0.4,584.854,105.9755448,86.86083022,0.135525872,0.136419222,-8.189052014,1.671524003,0.070343918,4,Cr/Ti/Co/Mo
53697,21,-21,0,24.93975,65.54528,0,9.514964,0,0,0,0,0,0,0,0,0.402,591.1,107.6428566,88.38126785,0.135724085,0.137076365,-8.232738901,1.670956921,0.069887211,4,Cr/Ti/Co/Mo
53698,21,-19,0,25.40074,65.25819,0,9.341068,0,0,0,0,0,0,0,0,0.404,597.2,109.2947664,89.88629921,0.135922316,0.137710842,-8.274052036,1.67039002,0.069422875,4,Cr/Ti/Co/Mo
53699,21,-17,0,25.86173,64.9711,0,9.167171,0,0,0,0,0,0,0,0,0.406,598,109.982964,90.42761843,0.136120545,0.138323123,-8.312987717,1.669823101,0.068950747,4,Cr/Ti/Co/Mo
53700,21,-15,0,26.32272,64.68401,0,8.993275,0,0,0,0,0,0,0,0,0.409,600.25,111.2125193,91.51029524,0.136318776,0.138913661,-8.349546727,1.6692562,0.068470672,4,Cr/Ti/Co/Mo
53701,21,-13,0,26.78371,64.39692,0,8.819378,0,0,0,0,0,0,0,0,0.411,603.95,112.4452229,92.59612046,0.136517005,0.139482889,-8.383728274,1.66868928,0.067982476,4,Cr/Ti/Co/Mo
53702,21,-11,0,27.24469,64.10983,0,8.645482,0,0,0,0,0,0,0,0,0.414,607.65,113.9598963,93.96391967,0.136715219,0.140031222,-8.415530396,1.668122218,0.067485987,4,Cr/Ti/Co/Mo
53703,21,-9,0,27.70568,63.82273,0,8.471585,0,0,0,0,0,0,0,0,0.417,611.35,115.4846264,95.3417726,0.136913436,0.140559071,-8.444956926,1.667555132,0.066981018,4,Cr/Ti/Co/Mo
53704,21,-7,0,28.16667,63.53564,0,8.297689,0,0,0,0,0,0,0,0,0.419,615.05,116.7407954,96.45106316,0.137111667,0.141066794,-8.472007704,1.666988231,0.06646738,4,Cr/Ti/Co/Mo
53705,21,-5,0,28.62766,63.24855,0,8.123792,0,0,0,0,0,0,0,0,0.423,618.75,118.5642563,98.12764568,0.137309896,0.141554771,-8.496681,1.666421312,0.065944864,4,Cr/Ti/Co/Mo
53706,21,-3,0,29.08864,62.96146,0,7.949896,0,0,0,0,0,0,0,0,0.426,622.45,120.1191561,99.53567129,0.13750811,0.142023351,-8.518975,1.665854249,0.065413262,4,Cr/Ti/Co/Mo
53707,21,-1,0,29.54963,62.67437,0,7.775999,0,0,0,0,0,0,0,0,0.43,626.15,121.9677585,101.2373953,0.13770634,0.142472873,-8.53889419,1.665287329,0.064872348,4,Cr/Ti/Co/Mo
53708,21,1,0,30.01062,62.38728,0,7.602103,0,0,0,0,0,0,0,0,0.433,625.25,122.6421623,101.7649206,0.13790457,0.142903661,-8.556436746,1.664720428,0.064321892,4,Cr/Ti/Co/Mo
53709,21,3,0,30.47161,62.10019,0,7.428206,0,0,0,0,0,0,0,0,0.436,619.75,122.405583,101.381463,0.1381028,0.143316029,-8.571601802,1.664153509,0.063761639,4,Cr/Ti/Co/Mo
53710,21,5,0,30.93259,61.8131,0,7.25431,0,0,0,0,0,0,0,0,0.439,611.9,121.6867173,100.5157231,0.138301014,0.143710275,-8.58438769,1.663586446,0.063191336,4,Cr/Ti/Co/Mo
53711,21,7,0,31.39358,61.526,0,7.080413,0,0,0,0,0,0,0,0,0.442,601.7,120.4759842,99.15811283,0.138499231,0.144086698,-8.594797647,1.66301936,0.062610701,4,Cr/Ti/Co/Mo
53712,21,9,0,31.85457,61.23891,0,6.906517,0,0,0,0,0,0,0,0,0.445,591.5,119.2375275,97.77277769,0.138697461,0.144445555,-8.602831971,1.66245246,0.062019453,4,Cr/Ti/Co/Mo
53713,21,11,0,32.26193,60.96457,0,6.773495,0,0,0,0,0,0,0,0,0.448,581.3,117.9713472,96.37809926,0.138872624,0.144748273,-8.615337709,1.661996834,0.061567644,4,Cr/Ti/Co/Mo
53714,21,13,0,32.59289,60.72104,0,6.686071,0,0,0,0,0,0,0,0,0.45,571.1,116.418735,94.72238037,0.139014944,0.144984394,-8.63166981,1.661672217,0.061276001,4,Cr/Ti/Co/Mo
53715,21,15,0,32.90587,60.4929,0,6.601227,0,0,0,0,0,0,0,0,0.453,560.9,115.1017281,93.30773364,0.13914952,0.14519969,-8.645378109,1.661360302,0.060988829,4,Cr/Ti/Co/Mo
53716,21,17,0,33.20088,60.28015,0,6.518964,0,0,0,0,0,0,0,0,0.457,550.7,114.0064647,92.120293,0.139276371,0.14539557,-8.656609703,1.661061269,0.060706393,4,Cr/Ti/Co/Mo
53717,21,19,0,33.47791,60.0828,0,6.439281,0,0,0,0,0,0,0,0,0.459,540.5,112.3845435,90.41166017,0.13939549,0.145573336,-8.665499552,1.660775105,0.060428946,4,Cr/Ti/Co/Mo
53718,21,21,0,33.73697,59.90085,0,6.362178,0,0,0,0,0,0,0,0,0.462,529.8,110.8797228,88.82558924,0.139506895,0.145734194,-8.672179508,1.66050197,0.060156742,4,Cr/Ti/Co/Mo
53719,21,23,0,33.97805,59.73429,0,6.287656,0,0,0,0,0,0,0,0,0.465,518.6,109.240497,87.11058002,0.139610557,0.145879274,-8.676768653,1.660241557,0.059890032,4,Cr/Ti/Co/Mo
53720,21,25,0,34.20116,59.58312,0,6.215714,0,0,0,0,0,0,0,0,0.466,514.9,108.6943602,86.49412245,0.139706491,0.146009596,-8.679383555,1.659994007,0.059629054,4,Cr/Ti/Co/Mo
53721,21,27,0,34.40629,59.44735,0,6.144276,0,0,0,0.002076509,0,0,0,0,0.467,518.7,109.7315037,87.46642944,0.139794924,0.146125112,-8.679272559,1.659765149,0.059409312,4,Cr/Ti/Co/Mo
53722,21,29,0,34.59345,59.32698,0,6.057119,0,0,0,0.02245255,0,0,0,0,0.468,522.5,110.77209,88.44780531,0.139877655,0.14621894,-8.669795828,1.65960057,0.059507248,4,Cr/Ti/Co/Mo
53723,21,31,0,34.76263,59.222,0,5.968791,0,0,0,0.04657987,0,0,0,0,0.471,526.3,112.2929469,89.91495238,0.139953056,0.146298694,-8.657013523,1.659459202,0.059676244,4,Cr/Ti/Co/Mo
53724,21,33,0,34.91384,59.13241,0,5.879292,0,0,0,0.07445848,0,0,0,0,0.473,530.1,113.5839969,91.15778895,0.140021142,0.146365051,-8.641005263,1.659341207,0.059915866,4,Cr/Ti/Co/Mo
53725,21,35,0,35.04707,59.05822,0,5.788623,0,0,0,0.1060884,0,0,0,0,0.478,533.9,115.6075026,93.1385805,0.140081912,0.146418615,-8.621843467,1.659246608,0.06022541,4,Cr/Ti/Co/Mo
53726,21,37,0,35.16233,58.99942,0,5.696782,0,0,0,0.1414695,0,0,0,0,0.484,537.7,117.8918004,95.38566063,0.140135365,0.14645993,-8.599597465,1.659175361,0.060603906,4,Cr/Ti/Co/Mo
53727,23,-35,0,22.60527,66.55619,0,10.83854,0,0,0,0,0,0,0,0,0.394,543.9774,97.09017431,78.60011226,0.134720266,0.13350455,-8.110943869,1.67480268,0.073405847,4,Cr/Ti/Co/Mo
53728,23,-33,0,22.94553,66.35435,0,10.70012,0,0,0,0,0,0,0,0,0.395,550.1507,98.4412155,79.84211167,0.134866578,0.134063972,-8.148922406,1.674362052,0.073073374,4,Cr/Ti/Co/Mo
53729,23,-31,0,23.2858,66.1525,0,10.5617,0,0,0,0,0,0,0,0,0.396,556.1149,99.76033968,81.0521911,0.135012894,0.134609797,-8.185552951,1.67392142,0.072736715,4,Cr/Ti/Co/Mo
53730,23,-29,0,23.69341,65.90444,0,10.40215,0,0,0,0,0,0,0,0,0.398,561.8701,101.3018078,82.46342645,0.135188166,0.135246049,-8.229458097,1.673407366,0.072346235,4,Cr/Ti/Co/Mo
53731,23,-27,0,24.16838,65.61016,0,10.22146,0,0,0,0,0,0,0,0,0.4,567.4163,102.8158336,83.82602486,0.135392403,0.135963738,-8.279750832,1.67281986,0.071899457,4,Cr/Ti/Co/Mo
53732,23,-25,0,24.64334,65.31589,0,10.04077,0,0,0,0,0,0,0,0,0.402,572.7534,104.3018307,85.16059756,0.135596636,0.136656453,-8.327506464,1.672232358,0.071445053,4,Cr/Ti/Co/Mo
53733,23,-23,0,25.1183,65.02162,0,9.860083,0,0,0,0,0,0,0,0,0.404,577.8814,105.7592308,86.4665731,0.135800873,0.137324765,-8.372728329,1.671644912,0.070982886,4,Cr/Ti/Co/Mo
53734,23,-21,0,25.59326,64.72734,0,9.679393,0,0,0,0,0,0,0,0,0.406,582.8005,107.1875024,87.74342154,0.136005093,0.137969224,-8.415413259,1.671057244,0.070512787,4,Cr/Ti/Co/Mo
53735,23,-19,0,26.06823,64.43307,0,9.498704,0,0,0,0,0,0,0,0,0.409,587.8,108.9058206,89.31031112,0.136209344,0.138590315,-8.455567389,1.670469923,0.070034609,4,Cr/Ti/Co/Mo
53736,23,-17,0,26.54319,64.1388,0,9.318014,0,0,0,0,0,0,0,0,0.411,590.05,109.8572792,90.11034528,0.136413577,0.139188531,-8.493183311,1.669882421,0.069548177,4,Cr/Ti/Co/Mo
53737,23,-15,0,27.01815,63.84452,0,9.137325,0,0,0,0,0,0,0,0,0.413,593.75,111.0840938,91.18573667,0.136617798,0.13976435,-8.528263812,1.669294772,0.069053323,4,Cr/Ti/Co/Mo
53738,23,-13,0,27.49312,63.55025,0,8.956635,0,0,0,0,0,0,0,0,0.416,597.45,112.5882576,92.53847193,0.136822048,0.140318197,-8.560812665,1.668707432,0.06854986,4,Cr/Ti/Co/Mo
53739,23,-11,0,27.96808,63.25598,0,8.775946,0,0,0,0,0,0,0,0,0.418,601.15,113.8301571,93.62894697,0.137026282,0.140850505,-8.590824199,1.668119949,0.068037601,4,Cr/Ti/Co/Mo
53740,23,-9,0,28.44304,62.9617,0,8.595256,0,0,0,0,0,0,0,0,0.422,604.85,115.6267551,95.27412183,0.137230502,0.141361696,-8.618299466,1.667532281,0.067516341,4,Cr/Ti/Co/Mo
53741,23,-7,0,28.91801,62.66743,0,8.414566,0,0,0,0,0,0,0,0,0.425,608.55,117.1610888,96.65702688,0.137434752,0.141852139,-8.643243432,1.666944941,0.066985874,4,Cr/Ti/Co/Mo
53742,23,-5,0,29.39297,62.37315,0,8.233877,0,0,0,0,0,0,0,0,0.428,612.25,118.705479,98.04999393,0.137638973,0.142322229,-8.665649223,1.666357292,0.06644598,4,Cr/Ti/Co/Mo
53743,23,-3,0,29.86793,62.07888,0,8.053187,0,0,0,0,0,0,0,0,0.431,615.95,120.2599259,99.45301638,0.137843206,0.142772307,-8.685520612,1.66576979,0.065896421,4,Cr/Ti/Co/Mo
53744,23,-1,0,30.34289,61.78461,0,7.872498,0,0,0,0,0,0,0,0,0.434,619.65,121.8244293,100.8660954,0.13804744,0.143202729,-8.702857517,1.665182306,0.065336962,4,Cr/Ti/Co/Mo
53745,23,1,0,30.81786,61.49033,0,7.691808,0,0,0,0,0,0,0,0,0.437,618.75,122.4883688,101.3786075,0.138251677,0.143613835,-8.717660663,1.6645948,0.06476734,4,Cr/Ti/Co/Mo
53746,23,3,0,31.29282,61.19606,0,7.511118,0,0,0,0,0,0,0,0,0.439,610.9,121.4878503,100.2266646,0.13845591,0.144005927,-8.729927249,1.664007298,0.064187285,4,Cr/Ti/Co/Mo
53747,23,5,0,31.76778,60.90179,0,7.330429,0,0,0,0,0,0,0,0,0.442,600.7,120.2757582,98.86314808,0.138660144,0.14437932,-8.739659367,1.663419815,0.063596516,4,Cr/Ti/Co/Mo
53748,23,7,0,32.24275,60.60751,0,7.149739,0,0,0,0,0,0,0,0,0.446,590.5,119.303439,97.73940154,0.138864381,0.144734317,-8.746857593,1.662832309,0.062994727,4,Cr/Ti/Co/Mo
53749,23,9,0,32.71771,60.31324,0,6.96905,0,0,0,0,0,0,0,0,0.448,580.3,117.7684032,96.05294128,0.139068615,0.145071184,-8.751519841,1.662244826,0.062381602,4,Cr/Ti/Co/Mo
53750,23,11,0,33.13206,60.03531,0,6.832632,0,0,0,0,0,0,0,0,0.45,570.1,116.214885,94.36864981,0.139246788,0.145350477,-8.761227211,1.661779,0.061918835,4,Cr/Ti/Co/Mo
53751,23,13,0,33.4858,59.77371,0,6.740486,0,0,0,0,0,0,0,0,0.453,559.9,114.8965191,92.94016302,0.139398889,0.145578307,-8.777001904,1.661434683,0.061612576,4,Cr/Ti/Co/Mo
53752,23,15,0,33.79878,59.54558,0,6.655643,0,0,0,0,0,0,0,0,0.456,549.7,113.5504296,91.49643238,0.139533479,0.145771809,-8.788762151,1.661122952,0.061325776,4,Cr/Ti/Co/Mo
53753,23,17,0,34.09379,59.33283,0,6.573379,0,0,0,0,0,0,0,0,0.457,539.5,111.6878295,89.5416551,0.139660328,0.145947347,-8.798142131,1.660823901,0.061043732,4,Cr/Ti/Co/Mo
53754,23,19,0,34.37082,59.13548,0,6.493696,0,0,0,0,0,0,0,0,0.46,529.3,110.295534,88.06264797,0.139779448,0.146106174,-8.805279307,1.660537737,0.060766708,4,Cr/Ti/Co/Mo
53755,23,21,0,34.62988,58.95353,0,6.416594,0,0,0,0,0,0,0,0,0.462,518.6,108.5357196,86.22158328,0.139890853,0.146249461,-8.81030552,1.660264621,0.060494955,4,Cr/Ti/Co/Mo
53756,23,23,0,34.87096,58.78697,0,6.342071,0,0,0,0,0,0,0,0,0.463,514.9,107.9946111,85.60469142,0.139994514,0.14637831,-8.813338409,1.660004189,0.060228712,4,Cr/Ti/Co/Mo
53757,23,25,0,35.09407,58.6358,0,6.270129,0,0,0,0,0,0,0,0,0.463,518.7,108.7916193,86.33137885,0.140090449,0.146493712,-8.814495959,1.659756639,0.059968228,4,Cr/Ti/Co/Mo
53758,23,27,0,35.2992,58.50003,0,6.200768,0,0,0,0,0,0,0,0,0.464,522.5,109.82532,87.30022433,0.140178654,0.146596576,-8.813884185,1.659521976,0.059713737,4,Cr/Ti/Co/Mo
53759,23,29,0,35.48636,58.37965,0,6.133987,0,0,0,0,0,0,0,0,0.466,526.3,111.1008774,88.51638916,0.140259131,0.146687737,-8.811603751,1.659300178,0.059465467,4,Cr/Ti/Co/Mo
53760,23,31,0,35.65554,58.27467,0,6.065343,0,0,0,0.004443056,0,0,0,0,0.468,530.1,112.3833204,89.74494519,0.140332366,0.146765769,-8.805864759,1.659103688,0.059299402,4,Cr/Ti/Co/Mo
53761,23,33,0,35.80675,58.18509,0,5.975844,0,0,0,0.03232166,0,0,0,0,0.472,533.9,114.1563624,91.46977251,0.140400465,0.146821983,-8.78866537,1.658985859,0.059539835,4,Cr/Ti/Co/Mo
53762,23,35,0,35.93998,58.1109,0,5.885175,0,0,0,0.06395156,0,0,0,0,0.479,537.7,116.6739099,93.94460587,0.140461234,0.146866572,-8.768377945,1.65889126,0.059850762,4,Cr/Ti/Co/Mo
53763,25,-33,0,23.53615,65.56873,0,10.89512,0,0,0,0,0,0,0,0,0.402,544.7808,99.20785236,80.44672263,0.135120545,0.135002826,-8.336072792,1.674554804,0.073742621,4,Cr/Ti/Co/Mo
53764,25,-31,0,23.87642,65.36688,0,10.7567,0,0,0,0,0,0,0,0,0.403,550.4663,100.4925773,81.62240278,0.135266861,0.135525573,-8.37155955,1.674114172,0.073410188,4,Cr/Ti/Co/Mo
53765,25,-29,0,24.29102,65.11523,0,10.59375,0,0,0,0,0,0,0,0,0.404,555.9427,101.7441854,82.74150326,0.135445139,0.136144972,-8.414635663,1.673589842,0.073016077,4,Cr/Ti/Co/Mo
53766,25,-27,0,24.77996,64.81377,0,10.40627,0,0,0,0,0,0,0,0,0.406,561.2102,103.2166576,84.05800187,0.135655383,0.136851167,-8.464292592,1.67298181,0.072557471,4,Cr/Ti/Co/Mo
53767,25,-25,0,25.2689,64.51231,0,10.21879,0,0,0,0,0,0,0,0,0.408,566.2686,104.6600277,85.34539848,0.135865627,0.137531669,-8.511251631,1.672373778,0.07209082,4,Cr/Ti/Co/Mo
53768,25,-23,0,25.75784,64.21086,0,10.03131,0,0,0,0,0,0,0,0,0.41,571.1179,106.0737276,86.60312352,0.136075884,0.138187042,-8.555513663,1.671765912,0.071615967,4,Cr/Ti/Co/Mo
53769,25,-21,0,26.24677,63.9094,0,9.843822,0,0,0,0,0,0,0,0,0.412,575.7582,107.4572074,87.83063452,0.136286101,0.138817858,-8.597070874,1.671157568,0.07113272,4,Cr/Ti/Co/Mo
53770,25,-19,0,26.73571,63.60795,0,9.65634,0,0,0,0,0,0,0,0,0.414,579.85,108.7462287,88.96368113,0.136496355,0.139424609,-8.635936347,1.670549664,0.070640955,4,Cr/Ti/Co/Mo
53771,25,-17,0,27.22465,63.30649,0,9.468857,0,0,0,0,0,0,0,0,0.416,583.55,109.9688304,90.03030947,0.136706596,0.140007818,-8.672102612,1.669941576,0.070140468,4,Cr/Ti/Co/Mo
53772,25,-15,0,27.71359,63.00504,0,9.281375,0,0,0,0,0,0,0,0,0.419,587.25,111.4641608,91.36966515,0.13691685,0.140567941,-8.705572295,1.669333672,0.069631078,4,Cr/Ti/Co/Mo
53773,25,-13,0,28.20253,62.70358,0,9.093892,0,0,0,0,0,0,0,0,0.422,590.95,112.9695477,92.71907874,0.13712709,0.141105454,-8.736342738,1.668725584,0.069112582,4,Cr/Ti/Co/Mo
53774,25,-11,0,28.69147,62.40213,0,8.906409,0,0,0,0,0,0,0,0,0.425,594.65,114.4849913,94.07854768,0.137337343,0.141620774,-8.764416208,1.668117661,0.068584776,4,Cr/Ti/Co/Mo
53775,25,-9,0,29.1804,62.10067,0,8.718927,0,0,0,0,0,0,0,0,0.428,598.35,116.0104914,95.44807861,0.137547568,0.142114336,-8.789788535,1.66750943,0.068047445,4,Cr/Ti/Co/Mo
53776,25,-7,0,29.66934,61.79921,0,8.531444,0,0,0,0,0,0,0,0,0.431,602.05,117.5460482,96.82766199,0.137757809,0.142586534,-8.812465267,1.666901341,0.067500359,4,Cr/Ti/Co/Mo
53777,25,-5,0,30.15828,61.49776,0,8.343961,0,0,0,0,0,0,0,0,0.434,605.75,119.0916615,98.21730073,0.137968062,0.143037741,-8.832445057,1.666293419,0.06694328,4,Cr/Ti/Co/Mo
53778,25,-3,0,30.64722,61.1963,0,8.156479,0,0,0,0,0,0,0,0,0.437,609.45,120.6473315,99.61699726,0.138178303,0.143468342,-8.849726402,1.665685349,0.066375959,4,Cr/Ti/Co/Mo
53779,25,-1,0,31.13616,60.89485,0,7.968996,0,0,0,0,0,0,0,0,0.439,613.15,121.9353011,100.7489922,0.138388556,0.143878674,-8.864310392,1.665077427,0.065798126,4,Cr/Ti/Co/Mo
53780,25,1,0,31.6251,60.59339,0,7.781513,0,0,0,0,0,0,0,0,0.442,609.9,122.1178374,100.7755552,0.138598797,0.144269094,-8.876195474,1.664469338,0.065209504,4,Cr/Ti/Co/Mo
53781,25,3,0,32.11403,60.29194,0,7.594031,0,0,0,0,0,0,0,0,0.444,599.7,120.6188604,99.12060777,0.138809034,0.14463991,-8.885381575,1.663861273,0.064609799,4,Cr/Ti/Co/Mo
53782,25,5,0,32.60297,59.99048,0,7.406548,0,0,0,0,0,0,0,0,0.446,589.5,119.101401,97.447175,0.139019275,0.144991451,-8.891870864,1.663253184,0.063998698,4,Cr/Ti/Co/Mo
53783,25,7,0,33.09191,59.68902,0,7.219066,0,0,0,0,0,0,0,0,0.449,579.3,117.8278821,96.01768268,0.139229516,0.145324009,-8.8956627,1.662645115,0.063375875,4,Cr/Ti/Co/Mo
53784,25,9,0,33.58085,59.38757,0,7.031583,0,0,0,0,0,0,0,0,0.451,569.1,116.2688373,94.30266327,0.139439769,0.145637865,-8.896757209,1.662037192,0.062740974,4,Cr/Ti/Co/Mo
53785,25,11,0,34.00219,59.10604,0,6.891769,0,0,0,0,0,0,0,0,0.454,558.9,114.9444918,92.84527061,0.13962094,0.145893554,-8.903564401,1.661560999,0.062267282,4,Cr/Ti/Co/Mo
53786,25,13,0,34.35593,58.84445,0,6.799623,0,0,0,0,0,0,0,0,0.455,548.7,113.0953005,90.88595717,0.139773054,0.146097778,-8.91723094,1.661216848,0.061961535,4,Cr/Ti/Co/Mo
53787,25,15,0,34.70967,58.58286,0,6.707477,0,0,0,0,0,0,0,0,0.458,538.5,111.724749,89.40528354,0.139925167,0.146292582,-8.929726273,1.660872698,0.061652349,4,Cr/Ti/Co/Mo
53788,25,17,0,35.00467,58.37011,0,6.625214,0,0,0,0,0,0,0,0,0.459,528.3,109.8478341,87.4361956,0.140052001,0.146447918,-8.937207593,1.660573503,0.06137059,4,Cr/Ti/Co/Mo
53789,25,19,0,35.28171,58.17276,0,6.545531,0,0,0,0,0,0,0,0,0.46,518.1,107.961678,85.46332367,0.140171137,0.146587923,-8.942551319,1.660287501,0.061093876,4,Cr/Ti/Co/Mo
53790,25,21,0,35.54076,57.99081,0,6.468428,0,0,0,0,0,0,0,0,0.461,514.9,107.5281117,84.94851134,0.140282524,0.146713753,-8.945879784,1.660014204,0.060822456,4,Cr/Ti/Co/Mo
53791,25,23,0,35.78185,57.82425,0,6.393906,0,0,0,0,0,0,0,0,0.46,518.7,108.086706,85.43131802,0.140386203,0.146826459,-8.947321499,1.659753953,0.060556581,4,Cr/Ti/Co/Mo
53792,25,25,0,36.00495,57.67308,0,6.321964,0,0,0,0,0,0,0,0,0.46,522.5,108.87855,86.15284545,0.140482121,0.146927027,-8.946983604,1.659506241,0.060296485,4,Cr/Ti/Co/Mo
53793,25,27,0,36.21008,57.53731,0,6.252603,0,0,0,0,0,0,0,0,0.462,526.3,110.1472218,87.35666202,0.140570326,0.147016327,-8.94497966,1.659271578,0.060042408,4,Cr/Ti/Co/Mo
53794,25,29,0,36.39724,57.41694,0,6.185822,0,0,0,0,0,0,0,0,0.466,530.1,111.9030498,89.05309621,0.140650816,0.147095169,-8.941409057,1.659049946,0.059794574,4,Cr/Ti/Co/Mo
53795,25,31,0,36.56642,57.31196,0,6.121621,0,0,0,0,0,0,0,0,0.469,533.9,113.4307923,90.52691175,0.140723562,0.147164301,-8.936360881,1.658841015,0.059553203,4,Cr/Ti/Co/Mo
53796,25,33,0,36.71763,57.22237,0,6.060001,0,0,0,0,0,0,0,0,0.473,537.7,115.2124413,92.26009639,0.140788582,0.147224372,-8.929923052,1.658644967,0.059318517,4,Cr/Ti/Co/Mo
53797,27,-33,0,24.12677,64.78311,0,11.09012,0,0,0,0,0,0,0,0,0.411,539.6198,100.4680332,81.54487759,0.135374511,0.13590187,-8.522714362,1.674747556,0.074405349,4,Cr/Ti/Co/Mo
53798,27,-31,0,24.46704,64.58126,0,10.9517,0,0,0,0,0,0,0,0,0.411,545.0266,101.4746875,82.44248709,0.135520827,0.136402202,-8.557057335,1.674306924,0.074077037,4,Cr/Ti/Co/Mo
53799,27,-29,0,24.88863,64.32602,0,10.78535,0,0,0,0,0,0,0,0,0.411,550.2244,102.4424295,83.27544653,0.135702111,0.137004613,-8.599253013,1.673772318,0.073679378,4,Cr/Ti/Co/Mo
53800,27,-27,0,25.39154,64.01738,0,10.59108,0,0,0,0,0,0,0,0,0.413,555.2131,103.8742637,84.54676097,0.135918362,0.137698396,-8.648167643,1.67314376,0.073209213,4,Cr/Ti/Co/Mo
53801,27,-25,0,25.89446,63.70874,0,10.3968,0,0,0,0,0,0,0,0,0.414,559.4616,104.9225474,85.43452137,0.136134618,0.138365764,-8.694215463,1.672515176,0.07273055,4,Cr/Ti/Co/Mo
53802,27,-23,0,26.39737,63.4001,0,10.20253,0,0,0,0,0,0,0,0,0.416,563.1268,106.1201192,86.47157343,0.136350869,0.139007279,-8.737398334,1.671886618,0.072243275,4,Cr/Ti/Co/Mo
53803,27,-21,0,26.90028,63.09146,0,10.00825,0,0,0,0,0,0,0,0,0.419,566.792,107.5810891,87.77202424,0.136567108,0.139623523,-8.777711344,1.671257872,0.071747154,4,Cr/Ti/Co/Mo
53804,27,-19,0,27.4032,62.78283,0,9.813976,0,0,0,0,0,0,0,0,0.421,570.7769,108.8545749,88.88498508,0.136783384,0.140215007,-8.815164638,1.670629567,0.071242052,4,Cr/Ti/Co/Mo
53805,27,-17,0,27.90611,62.47419,0,9.6197,0,0,0,0,0,0,0,0,0.424,575.0816,110.4570731,90.32696385,0.136999627,0.140782266,-8.849747427,1.670000896,0.07072775,4,Cr/Ti/Co/Mo
