Number,X,Y,Al,Ti,Cr,Fe,Co,Ni,Cu,Zr,Mo,W,Mn,Si,Mg,Resistance,Thickness,Resistivity,Ex_resistivity,ravg,delta,dHmix,ENavg,dEN,N,Compo
58599,-21,11,0,23.2524,0,0,0,0,76.7476,0,0,0,0,0,0,0.09,719.16,29.3201532,18.26632047,0.13730096,0.123070145,-6.424437219,1.83489328,0.118283543,2,Cu/Ti
58600,-21,13,0,22.1688,0,0,0,0,77.8312,0,0,0,0,0,0,0.087,710.92,28.01806812,17.40116458,0.13686752,0.121396887,-6.211527504,1.83792736,0.116307036,2,Cu/Ti
58601,-21,15,0,21.0852,0,0,0,0,78.9148,0,0,0,0,0,0,0.084,702.68,26.73837936,16.55840502,0.13643408,0.11959285,-5.990163627,1.84096144,0.114215784,2,Cu/Ti
58602,-21,17,0,20.0016,0,0,0,0,79.9984,0,0,0,0,0,0,0.08,694.44,25.1665056,15.42346045,0.13600064,0.117650034,-5.760345591,1.84399552,0.11200336,2,Cu/Ti
58603,-21,19,0,18.918,0,0,0,0,81.082,0,0,0,0,0,0,0.077,686.2,23.9353422,14.62922624,0.1355672,0.11555938,-5.522073394,1.8470296,0.109662431,2,Cu/Ti
58604,-21,21,0,19.258,0,0,0,0,80.742,0,0,0,0,0,0,0.073,755,24.967095,15.52388424,0.1357032,0.116231875,-5.59774597,1.8460776,0.110411262,2,Cu/Ti
58605,-21,23,0,18.8912,0,0,0,0,81.1088,0,0,0,0,0,0,0.07,745.84,23.6505864,14.35527674,0.13555648,0.115505714,-5.516073225,1.84710464,0.109602836,2,Cu/Ti
58606,-21,25,0,18.6928,0,0,0,0,81.3072,0,0,0,0,0,0,0.067,756.96,22.97449296,13.75918214,0.13547712,0.115105405,-5.471493221,1.84766016,0.109159042,2,Cu/Ti
58607,-21,27,0,17.945808,0,0,0,0,82.054192,0,0,0,0,0,0,0.064,754.0412,21.86116247,12.94705377,0.135178323,0.113549397,-5.301103591,1.849751738,0.107445919,2,Cu/Ti
58608,-21,29,0,17.198816,0,0,0,0,82.801184,0,0,0,0,0,0,0.061,751.12241,20.75576556,12.14285897,0.134879526,0.11191325,-5.126696382,1.851843315,0.105663643,2,Cu/Ti
58609,-21,31,0,16.451824,0,0,0,0,83.548176,0,0,0,0,0,0,0.059,748.20361,19.99723788,11.68553341,0.13458073,0.11019265,-4.948271593,1.853934893,0.10380865,2,Cu/Ti
58610,-21,33,0,15.704832,0,0,0,0,84.295168,0,0,0,0,0,0,0.058,745.28482,19.58161336,11.571111,0.134281933,0.108382807,-4.765829227,1.85602647,0.10187697,2,Cu/Ti
58611,-21,35,0,14.95784,0,0,0,0,85.04216,0,0,0,0,0,0,0.056,742.36602,18.8323412,11.12304095,0.133983136,0.10647838,-4.579369281,1.858118048,0.099864151,2,Cu/Ti
58612,-21,37,0,14.210848,0,0,0,0,85.789152,0,0,0,0,0,0,0.055,739.44723,18.42332774,11.0152296,0.133684339,0.104473379,-4.388891757,1.860209626,0.097765183,2,Cu/Ti
58613,-19,-37,0,52.123735,0,0,0,0,47.876265,0,0,0,0,0,0,0.202,970.6931,88.82424281,66.12891038,0.148849494,0.134242652,-8.983763099,1.754053542,0.139873656,2,Cu/Ti
58614,-19,-35,0,50.752646,0,0,0,0,49.247354,0,0,0,0,0,0,0.197,957.95759,85.48909329,63.34661137,0.148301058,0.134845524,-8.997960686,1.757892591,0.139984138,2,Cu/Ti
58615,-19,-33,0,49.381557,0,0,0,0,50.618443,0,0,0,0,0,0,0.192,945.22207,82.21163476,60.62200335,0.147752623,0.135351033,-8.998623102,1.76173164,0.13998929,2,Cu/Ti
58616,-19,-31,0,48.010468,0,0,0,0,51.989532,0,0,0,0,0,0,0.187,932.48655,78.99186814,57.95508723,0.147204187,0.1357581,-8.985750345,1.76557069,0.139889125,2,Cu/Ti
58617,-19,-29,0,46.639378,0,0,0,0,53.360622,0,0,0,0,0,0,0.183,919.75103,76.24644064,55.76251064,0.146655751,0.136065402,-8.959342391,1.769409742,0.139683416,2,Cu/Ti
58618,-19,-27,0,45.268289,0,0,0,0,54.731711,0,0,0,0,0,0,0.178,907.01552,73.13628944,53.20520995,0.146107316,0.136271357,-8.91939928,1.773248791,0.139371696,2,Cu/Ti
58619,-19,-25,0,43.8972,0,0,0,0,56.1028,0,0,0,0,0,0,0.174,894.28,70.48893816,51.11070918,0.14555888,0.136374121,-8.865920996,1.77708784,0.13895325,2,Cu/Ti
58620,-19,-23,0,42.5836,0,0,0,0,57.4164,0,0,0,0,0,0,0.169,886.04,67.83256428,48.98400509,0.14503344,0.136373821,-8.80198924,1.78076592,0.138451351,2,Cu/Ti
58621,-19,-21,0,41.27,0,0,0,0,58.73,0,0,0,0,0,0,0.165,877.8,65.611161,47.2922716,0.144508,0.136274732,-8.72563356,1.784444,0.137849523,2,Cu/Ti
58622,-19,-19,0,37.77,0,0,0,0,62.23,0,0,0,0,0,0,0.16,809.5,58.67256,41.7649406,0.143108,0.135509415,-8.46153756,1.794244,0.13574737,2,Cu/Ti
58623,-19,-17,0,36.6864,0,0,0,0,63.3136,0,0,0,0,0,0,0.155,801.26,56.2604709,39.78978069,0.14267456,0.135118403,-8.361892998,1.79727808,0.13494571,2,Cu/Ti
58624,-19,-15,0,35.6028,0,0,0,0,64.3972,0,0,0,0,0,0,0.15,793.02,53.885709,37.85194798,0.14224112,0.134651253,-8.253794276,1.80031216,0.134070615,2,Cu/Ti
58625,-19,-13,0,34.5192,0,0,0,0,65.4808,0,0,0,0,0,0,0.145,784.78,51.5482743,35.95144248,0.14180768,0.134105809,-8.137241393,1.80334624,0.133120635,2,Cu/Ti
58626,-19,-11,0,33.4356,0,0,0,0,66.5644,0,0,0,0,0,0,0.138,776.54,48.54462156,33.38471893,0.14137424,0.133479718,-8.01223435,1.80638032,0.132094155,2,Cu/Ti
58627,-19,-9,0,32.352,0,0,0,0,67.648,0,0,0,0,0,0,0.132,768.3,45.9412668,31.21829336,0.1409408,0.132770413,-7.878773146,1.8094144,0.130989378,2,Cu/Ti
58628,-19,-7,0,31.2684,0,0,0,0,68.7316,0,0,0,0,0,0,0.122,760.06,42.00547596,27.71943171,0.14050736,0.131975092,-7.736857781,1.81244848,0.129804302,2,Cu/Ti
58629,-19,-5,0,30.1848,0,0,0,0,69.8152,0,0,0,0,0,0,0.112,751.82,38.14433952,24.29522446,0.14007392,0.131090691,-7.586488256,1.81548256,0.128536709,2,Cu/Ti
58630,-19,-3,0,29.1012,0,0,0,0,70.8988,0,0,0,0,0,0,0.107,743.58,36.04206618,22.62988032,0.13964048,0.130113857,-7.427664571,1.81851664,0.12718413,2,Cu/Ti
58631,-19,-1,0,28.0176,0,0,0,0,71.9824,0,0,0,0,0,0,0.104,735.34,34.64333808,21.66808141,0.13920704,0.129040911,-7.260386725,1.82155072,0.125743822,2,Cu/Ti
58632,-19,1,0,26.934,0,0,0,0,73.066,0,0,0,0,0,0,0.102,727.1,33.5963826,21.05805512,0.1387736,0.127867811,-7.084654718,1.8245848,0.124212735,2,Cu/Ti
58633,-19,3,0,25.8504,0,0,0,0,74.1496,0,0,0,0,0,0,0.101,718.86,32.89000158,20.78860329,0.13834016,0.126590104,-6.900468551,1.82761888,0.122587467,2,Cu/Ti
58634,-19,5,0,24.7668,0,0,0,0,75.2332,0,0,0,0,0,0,0.099,710.62,31.86917514,20.20470604,0.13790672,0.125202868,-6.707828224,1.83065296,0.120864218,2,Cu/Ti
58635,-19,7,0,23.6832,0,0,0,0,76.3168,0,0,0,0,0,0,0.097,702.38,30.86327958,19.63573968,0.13747328,0.123700645,-6.506733736,1.83368704,0.119038734,2,Cu/Ti
58636,-19,9,0,22.5996,0,0,0,0,77.4004,0,0,0,0,0,0,0.095,694.14,29.8723149,19.08170419,0.13703984,0.12207736,-6.297185087,1.83672112,0.117106233,2,Cu/Ti
58637,-19,11,0,21.516,0,0,0,0,78.484,0,0,0,0,0,0,0.092,685.9,28.5855684,18.23188688,0.1366064,0.120326221,-6.079182278,1.8397552,0.115061323,2,Cu/Ti
58638,-19,13,0,20.4324,0,0,0,0,79.5676,0,0,0,0,0,0,0.089,677.66,27.32121822,17.40446589,0.13617296,0.1184396,-5.852725309,1.84278928,0.112897897,2,Cu/Ti
58639,-19,15,0,19.3488,0,0,0,0,80.6512,0,0,0,0,0,0,0.085,669.42,25.7760171,16.29619396,0.13573952,0.116408882,-5.617814179,1.84582336,0.110609,2,Cu/Ti
58640,-19,17,0,18.977,0,0,0,0,81.023,0,0,0,0,0,0,0.082,699.7,25.9910562,16.66115026,0.1355908,0.115677184,-5.535264496,1.8468644,0.109793333,2,Cu/Ti
58641,-19,19,0,19.317,0,0,0,0,80.683,0,0,0,0,0,0,0.079,768.5,27.5023095,18.03530876,0.1357268,0.116347014,-5.61079264,1.8459124,0.110539855,2,Cu/Ti
58642,-19,21,0,18.866,0,0,0,0,81.134,0,0,0,0,0,0,0.075,749.2,25.45407,16.16892148,0.1355464,0.115455164,-5.510426558,1.8471752,0.109546723,2,Cu/Ti
58643,-19,23,0,18.6676,0,0,0,0,81.3324,0,0,0,0,0,0,0.071,760.32,24.45417216,15.24902249,0.13546704,0.115054176,-5.465810557,1.84773072,0.109102341,2,Cu/Ti
58644,-19,25,0,18.4692,0,0,0,0,81.5308,0,0,0,0,0,0,0.069,771.44,24.11290008,14.98774926,0.13538768,0.114647804,-5.420911145,1.84828624,0.108653301,2,Cu/Ti
58645,-19,27,0,17.737111,0,0,0,0,82.262889,0,0,0,0,0,0,0.066,769.35901,23.00229568,14.17233778,0.135094844,0.113100529,-5.252781576,1.850336089,0.106955089,2,Cu/Ti
58646,-19,29,0,17.005021,0,0,0,0,82.994979,0,0,0,0,0,0,0.063,767.27803,21.8973477,13.36258313,0.134802008,0.111475165,-5.080792899,1.852385941,0.105189533,2,Cu/Ti
58647,-19,31,0,16.272932,0,0,0,0,83.727068,0,0,0,0,0,0,0.061,765.19704,21.14468981,12.90511817,0.134509173,0.109767541,-4.904945583,1.85443579,0.103353188,2,Cu/Ti
58648,-19,33,0,15.540843,0,0,0,0,84.459157,0,0,0,0,0,0,0.059,763.11605,20.39580267,12.45142395,0.134216337,0.107973024,-4.725239396,1.85648564,0.101442207,2,Cu/Ti
58649,-19,35,0,14.808753,0,0,0,0,85.191247,0,0,0,0,0,0,0.058,761.03506,19.99543517,12.34624978,0.133923501,0.106086453,-4.541674085,1.858535492,0.099452285,2,Cu/Ti
58650,-19,37,0,14.076664,0,0,0,0,85.923336,0,0,0,0,0,0,0.057,758.95408,19.5969533,12.24296084,0.133630666,0.104102054,-4.35425015,1.860585341,0.097378587,2,Cu/Ti
58651,-17,-39,0,52.54406,0,0,0,0,47.45594,0,0,0,0,0,0,0.209,963.26874,91.1993945,68.33457862,0.149017624,0.13403847,-8.976699931,1.752876632,0.13981866,2,Cu/Ti
58652,-17,-37,0,51.197708,0,0,0,0,48.802292,0,0,0,0,0,0,0.204,951.52177,87.93202981,65.61008999,0.148479083,0.134660457,-8.994835784,1.756646418,0.139959828,2,Cu/Ti
58653,-17,-35,0,49.851357,0,0,0,0,50.148643,0,0,0,0,0,0,0.199,939.77481,84.7178798,62.93881563,0.147940543,0.135188848,-8.999920459,1.7604162,0.139999381,2,Cu/Ti
58654,-17,-33,0,48.505006,0,0,0,0,51.494994,0,0,0,0,0,0,0.195,928.02785,81.97734013,60.74115161,0.147402002,0.135622703,-8.991953975,1.764185983,0.139937406,2,Cu/Ti
58655,-17,-31,0,47.158654,0,0,0,0,52.841346,0,0,0,0,0,0,0.19,916.28089,78.8642962,58.17098374,0.146863462,0.135960849,-8.97093631,1.767955769,0.139773766,2,Cu/Ti
58656,-17,-29,0,45.812303,0,0,0,0,54.187697,0,0,0,0,0,0,0.186,904.53392,76.21421903,56.06378222,0.146324921,0.13620188,-8.936867498,1.771725552,0.139508105,2,Cu/Ti
58657,-17,-27,0,44.465951,0,0,0,0,55.534049,0,0,0,0,0,0,0.181,892.78696,73.20228121,53.59472045,0.14578638,0.136344147,-8.889747486,1.775495337,0.139139838,2,Cu/Ti
58658,-17,-25,0,43.1196,0,0,0,0,56.8804,0,0,0,0,0,0,0.176,881.04,70.24355712,51.17887201,0.14524784,0.136385748,-8.829576345,1.77926512,0.138668148,2,Cu/Ti
58659,-17,-23,0,41.806,0,0,0,0,58.194,0,0,0,0,0,0,0.171,872.8,67.6097064,49.07469108,0.1447224,0.136327242,-8.75829011,1.7829432,0.138107239,2,Cu/Ti
58660,-17,-21,0,40.4924,0,0,0,0,59.5076,0,0,0,0,0,0,0.167,864.56,65.40482856,47.39948303,0.14419696,0.136168566,-8.674579952,1.78662128,0.137445653,2,Cu/Ti
58661,-17,-19,0,38.45,0,0,0,0,61.55,0,0,0,0,0,0,0.162,836.3,61.3727118,44.1909028,0.14338,0.135716802,-8.519751,1.79234,0.136213525,2,Cu/Ti
58662,-17,-17,0,34.95,0,0,0,0,65.05,0,0,0,0,0,0,0.157,768,54.620928,38.850389,0.14198,0.134332179,-8.184591,1.80214,0.13350738,2,Cu/Ti
58663,-17,-15,0,33.8664,0,0,0,0,66.1336,0,0,0,0,0,0,0.152,759.76,52.31403456,36.98042475,0.14154656,0.133738446,-8.062945024,1.80517408,0.132511518,2,Cu/Ti
58664,-17,-13,0,32.7828,0,0,0,0,67.2172,0,0,0,0,0,0,0.147,751.52,50.04446832,35.1477877,0.14111312,0.133062546,-7.932844887,1.80820816,0.131438097,2,Cu/Ti
58665,-17,-11,0,31.6992,0,0,0,0,68.3008,0,0,0,0,0,0,0.141,743.28,47.47552344,33.01577202,0.14067968,0.132301773,-7.79429059,1.81124224,0.130285198,2,Cu/Ti
58666,-17,-9,0,30.6156,0,0,0,0,69.3844,0,0,0,0,0,0,0.133,735.04,44.28542496,30.26260273,0.14024624,0.131453172,-7.647282132,1.81427632,0.129050692,2,Cu/Ti
58667,-17,-7,0,29.532,0,0,0,0,70.468,0,0,0,0,0,0,0.124,726.8,40.8258096,27.23991656,0.1398128,0.130513507,-7.491819514,1.8173104,0.127732212,2,Cu/Ti
58668,-17,-5,0,28.4484,0,0,0,0,71.5516,0,0,0,0,0,0,0.114,718.56,37.10787552,23.95891167,0.13937936,0.129479234,-7.327902735,1.82034448,0.12632713,2,Cu/Ti
58669,-17,-3,0,27.3648,0,0,0,0,72.6352,0,0,0,0,0,0,0.108,710.32,34.75169568,22.03966102,0.13894592,0.128346462,-7.155531795,1.82337856,0.12483252,2,Cu/Ti
58670,-17,-1,0,26.2812,0,0,0,0,73.7188,0,0,0,0,0,0,0.106,702.08,33.71247744,21.43737198,0.13851248,0.127110905,-6.974706696,1.82641264,0.123245127,2,Cu/Ti
58671,-17,1,0,25.1976,0,0,0,0,74.8024,0,0,0,0,0,0,0.104,693.84,32.68819008,20.85001381,0.13807904,0.125767836,-6.785427435,1.82944672,0.121561314,2,Cu/Ti
58672,-17,3,0,24.114,0,0,0,0,75.886,0,0,0,0,0,0,0.103,685.6,31.9894104,20.58816332,0.1376456,0.124312018,-6.587694014,1.8324808,0.119777016,2,Cu/Ti
58673,-17,5,0,23.0304,0,0,0,0,76.9696,0,0,0,0,0,0,0.101,677.36,30.99125208,20.02693419,0.13721216,0.122737634,-6.381506433,1.83551488,0.117887671,2,Cu/Ti
58674,-17,7,0,21.9468,0,0,0,0,78.0532,0,0,0,0,0,0,0.099,669.12,30.00802464,19.48063594,0.13677872,0.121038189,-6.166864691,1.83854896,0.11588814,2,Cu/Ti
58675,-17,9,0,20.8632,0,0,0,0,79.1368,0,0,0,0,0,0,0.097,660.88,29.03972808,18.94926858,0.13634528,0.119206404,-5.943768789,1.84158304,0.113772614,2,Cu/Ti
58676,-17,11,0,19.7796,0,0,0,0,80.2204,0,0,0,0,0,0,0.093,652.64,27.49507056,17.84154025,0.13591184,0.117234076,-5.712218726,1.84461712,0.111534492,2,Cu/Ti
58677,-17,13,0,18.696,0,0,0,0,81.304,0,0,0,0,0,0,0.091,644.4,26.5641012,17.34750008,0.1354784,0.115111904,-5.472214502,1.8476512,0.109166236,2,Cu/Ti
58678,-17,15,0,19.036,0,0,0,0,80.964,0,0,0,0,0,0,0.088,713.2,28.4310048,19.07730888,0.1356144,0.115794521,-5.548430534,1.8466992,0.109923831,2,Cu/Ti
58679,-17,17,0,19.376,0,0,0,0,80.624,0,0,0,0,0,0,0.084,782,29.756664,20.26587328,0.1357504,0.116461695,-5.623814246,1.8457472,0.110668052,2,Cu/Ti
58680,-17,19,0,18.925,0,0,0,0,81.075,0,0,0,0,0,0,0.08,762.7,27.640248,18.3313095,0.13557,0.115573381,-5.52363975,1.84701,0.109677983,2,Cu/Ti
58681,-17,21,0,18.6424,0,0,0,0,81.3576,0,0,0,0,0,0,0.077,763.68,26.63792208,17.44293355,0.13545696,0.11500286,-5.46012332,1.84780128,0.109045565,2,Cu/Ti
58682,-17,23,0,18.444,0,0,0,0,81.556,0,0,0,0,0,0,0.074,774.8,25.9728456,16.85785592,0.1353776,0.114595799,-5.41518791,1.8483568,0.108595929,2,Cu/Ti
58683,-17,25,0,18.2456,0,0,0,0,81.7544,0,0,0,0,0,0,0.07,785.92,24.9215232,15.88653237,0.13529824,0.114183273,-5.36996909,1.84891232,0.108141571,2,Cu/Ti
58684,-17,27,0,17.528413,0,0,0,0,82.471587,0,0,0,0,0,0,0.068,784.67682,24.17118476,15.42537807,0.135011365,0.112645316,-5.204145736,1.850920444,0.106458785,2,Cu/Ti
58685,-17,29,0,16.811227,0,0,0,0,83.188773,0,0,0,0,0,0,0.065,783.43364,23.06820353,14.61158058,0.134724491,0.111031321,-5.034619248,1.852928564,0.104710467,2,Cu/Ti
58686,-17,31,0,16.09404,0,0,0,0,83.90596,0,0,0,0,0,0,0.063,782.19046,22.32293354,14.15549473,0.134437616,0.109337246,-4.861389155,1.854936688,0.102893271,2,Cu/Ti
58687,-17,33,0,15.376853,0,0,0,0,84.623147,0,0,0,0,0,0,0.062,780.94728,21.93368531,14.05543064,0.134150741,0.107558623,-4.684455691,1.856944812,0.101003483,2,Cu/Ti
58688,-17,35,0,14.659667,0,0,0,0,85.340333,0,0,0,0,0,0,0.06,779.7041,21.19235744,13.60328651,0.133863867,0.105690474,-4.503819108,1.858952932,0.099036949,2,Cu/Ti
58689,-17,37,0,13.94248,0,0,0,0,86.05752,0,0,0,0,0,0,0.058,778.46092,20.45328221,13.15339543,0.133576992,0.103727225,-4.319478905,1.860961056,0.096988995,2,Cu/Ti
58690,-17,39,0,13.225293,0,0,0,0,86.774707,0,0,0,0,0,0,0.058,777.21775,20.42061916,13.40991652,0.133290117,0.101662614,-4.13143533,1.86296918,0.094854352,2,Cu/Ti
58691,-15,-39,0,51.593295,0,0,0,0,48.406705,0,0,0,0,0,0,0.212,943.10885,90.57240152,68.09095311,0.148637318,0.134487377,-8.99086108,1.755538774,0.139928901,2,Cu/Ti
58692,-15,-37,0,50.271682,0,0,0,0,49.728318,0,0,0,0,0,0,0.207,932.35045,87.42743405,65.47888643,0.148108673,0.135033988,-8.99973428,1.75923929,0.139997933,2,Cu/Ti
58693,-15,-35,0,48.950068,0,0,0,0,51.049932,0,0,0,0,0,0,0.202,921.59204,84.33120121,62.91555479,0.147580027,0.135489812,-8.996031514,1.76293981,0.139969131,2,Cu/Ti
58694,-15,-33,0,47.628454,0,0,0,0,52.371546,0,0,0,0,0,0,0.198,910.83363,81.69631161,60.81356639,0.147051382,0.13585381,-8.97975277,1.766640329,0.139842433,2,Cu/Ti
58695,-15,-31,0,46.306841,0,0,0,0,53.693159,0,0,0,0,0,0,0.192,900.07522,78.28494233,57.93509791,0.146522736,0.136124728,-8.950898076,1.770340845,0.139617574,2,Cu/Ti
58696,-15,-29,0,44.985227,0,0,0,0,55.014773,0,0,0,0,0,0,0.188,889.31682,75.73777766,55.92083443,0.145994091,0.136301092,-8.909467386,1.774041364,0.139294078,2,Cu/Ti
58697,-15,-27,0,43.663614,0,0,0,0,56.336386,0,0,0,0,0,0,0.183,878.55841,72.83161363,53.54757119,0.145465446,0.136381192,-8.855460765,1.777741881,0.138871256,2,Cu/Ti
58698,-15,-25,0,42.342,0,0,0,0,57.658,0,0,0,0,0,0,0.179,867.8,70.3672986,51.61615736,0.1449368,0.136363077,-8.78887813,1.7814424,0.138348197,2,Cu/Ti
58699,-15,-23,0,41.0284,0,0,0,0,58.9716,0,0,0,0,0,0,0.174,859.56,67.75223832,49.53076687,0.14441136,0.136245567,-8.710237416,1.78512048,0.137727853,2,Cu/Ti
58700,-15,-21,0,39.7148,0,0,0,0,60.2852,0,0,0,0,0,0,0.169,851.32,65.17450524,47.48270358,0.14388592,0.13602641,-8.619172779,1.78879856,0.137005996,2,Cu/Ti
58701,-15,-19,0,38.4012,0,0,0,0,61.5988,0,0,0,0,0,0,0.164,843.08,62.63409936,45.4719675,0.14336048,0.135702881,-8.515684219,1.79247664,0.136181011,2,Cu/Ti
58702,-15,-17,0,35.63,0,0,0,0,64.37,0,0,0,0,0,0,0.159,794.8,57.2470596,41.202331,0.142252,0.134663927,-8.25661116,1.800236,0.134093491,2,Cu/Ti
58703,-15,-15,0,32.13,0,0,0,0,67.87,0,0,0,0,0,0,0.154,726.5,50.682093,36.0486344,0.140852,0.132614576,-7.85038716,1.810036,0.130753198,2,Cu/Ti
58704,-15,-13,0,31.0464,0,0,0,0,68.9536,0,0,0,0,0,0,0.149,718.26,48.48039522,34.28386581,0.14041856,0.131801263,-7.706739769,1.81307008,0.129551405,2,Cu/Ti
58705,-15,-11,0,29.9628,0,0,0,0,70.0372,0,0,0,0,0,0,0.143,710.02,45.99438558,32.23478536,0.13998512,0.130898208,-7.554638218,1.81610416,0.12826661,2,Cu/Ti
58706,-15,-9,0,28.8792,0,0,0,0,71.1208,0,0,0,0,0,0,0.136,701.78,43.23526224,29.91259122,0.13955168,0.129901994,-7.394082506,1.81913824,0.126896291,2,Cu/Ti
58707,-15,-7,0,27.7956,0,0,0,0,72.2044,0,0,0,0,0,0,0.126,693.54,39.58587612,26.70013429,0.13911824,0.128808871,-7.225072634,1.82217232,0.125437644,2,Cu/Ti
58708,-15,-5,0,26.712,0,0,0,0,73.288,0,0,0,0,0,0,0.116,685.3,36.0111444,23.56233176,0.1386848,0.127614718,-7.047608602,1.8252064,0.123887551,2,Cu/Ti
58709,-15,-3,0,25.6284,0,0,0,0,74.3716,0,0,0,0,0,0,0.11,677.06,33.7378998,21.72601635,0.13825136,0.126314989,-6.861690408,1.82824048,0.122242533,2,Cu/Ti
58710,-15,-1,0,24.5448,0,0,0,0,75.4552,0,0,0,0,0,0,0.107,668.82,32.41837422,20.84341996,0.13781792,0.124904659,-6.667318055,1.83127456,0.120498702,2,Cu/Ti
58711,-15,1,0,23.4612,0,0,0,0,76.5388,0,0,0,0,0,0,0.106,660.58,31.71973044,20.58170538,0.13738448,0.12337815,-6.46449154,1.83430864,0.1186517,2,Cu/Ti
58712,-15,3,0,22.3776,0,0,0,0,77.6224,0,0,0,0,0,0,0.105,652.34,31.0285521,20.32745623,0.13695104,0.121729249,-6.253210866,1.83734272,0.116696631,2,Cu/Ti
58713,-15,5,0,21.294,0,0,0,0,78.706,0,0,0,0,0,0,0.103,644.1,30.0530619,19.78889522,0.1365176,0.119951005,-6.03347603,1.8403768,0.114627964,2,Cu/Ti
58714,-15,7,0,20.2104,0,0,0,0,79.7896,0,0,0,0,0,0,0.101,635.86,29.09250258,19.26526509,0.13608416,0.1180356,-5.805287035,1.84341088,0.112439429,2,Cu/Ti
58715,-15,9,0,19.1268,0,0,0,0,80.8732,0,0,0,0,0,0,0.099,627.62,28.14687414,18.75656584,0.13565072,0.115974193,-5.568643878,1.84644496,0.11012388,2,Cu/Ti
58716,-15,11,0,18.755,0,0,0,0,81.245,0,0,0,0,0,0,0.095,657.9,28.3127265,19.0723354,0.135502,0.11523148,-5.48549991,1.847486,0.109298672,2,Cu/Ti
58717,-15,13,0,19.095,0,0,0,0,80.905,0,0,0,0,0,0,0.094,726.7,30.9443394,21.5668535,0.135638,0.115911393,-5.56157151,1.846534,0.110053927,2,Cu/Ti
58718,-15,15,0,19.435,0,0,0,0,80.565,0,0,0,0,0,0,0.09,795.5,32.432535,22.9179543,0.135774,0.116575921,-5.63681079,1.845582,0.110795854,2,Cu/Ti
58719,-15,17,0,18.984,0,0,0,0,81.016,0,0,0,0,0,0,0.086,776.2,30.2391996,20.90647112,0.1355936,0.115691129,-5.536827878,1.8468448,0.109808837,2,Cu/Ti
58720,-15,19,0,18.6172,0,0,0,0,81.3828,0,0,0,0,0,0,0.082,767.04,28.49246784,19.30764046,0.13544688,0.114951457,-5.454431511,1.84787184,0.108988714,2,Cu/Ti
58721,-15,21,0,18.4188,0,0,0,0,81.5812,0,0,0,0,0,0,0.079,778.16,27.84801192,18.74318338,0.13536752,0.114543706,-5.409460104,1.84842736,0.108538482,2,Cu/Ti
58722,-15,23,0,18.2204,0,0,0,0,81.7796,0,0,0,0,0,0,0.075,789.28,26.815788,17.79095831,0.13528816,0.11413048,-5.364205286,1.84898288,0.108083519,2,Cu/Ti
58723,-15,25,0,18.022,0,0,0,0,81.978,0,0,0,0,0,0,0.073,800.4,26.4684276,17.52359676,0.1352088,0.113711709,-5.318667058,1.8495384,0.107623766,2,Cu/Ti
58724,-15,27,0,17.319716,0,0,0,0,82.680284,0,0,0,0,0,0,0.07,799.99463,25.36782972,16.70617383,0.134927886,0.112183668,-5.155196536,1.851504795,0.105956937,2,Cu/Ti
58725,-15,29,0,16.617432,0,0,0,0,83.382568,0,0,0,0,0,0,0.068,799.58926,24.63054757,16.25206663,0.134646973,0.11058163,-4.988174953,1.85347119,0.104226372,2,Cu/Ti
58726,-15,31,0,15.915148,0,0,0,0,84.084852,0,0,0,0,0,0,0.066,799.18389,23.89399994,15.79869397,0.134366059,0.108901694,-4.817602311,1.855437586,0.10242884,2,Cu/Ti
58727,-15,33,0,15.212864,0,0,0,0,84.787136,0,0,0,0,0,0,0.064,798.77852,23.15818685,15.34605583,0.134085146,0.107139545,-4.643478608,1.857403981,0.10056075,2,Cu/Ti
58728,-15,35,0,14.51058,0,0,0,0,85.48942,0,0,0,0,0,0,0.062,798.37314,22.42310801,14.89415194,0.133804232,0.105290385,-4.465803845,1.859370376,0.098618094,2,Cu/Ti
58729,-15,37,0,13.808296,0,0,0,0,86.191704,0,0,0,0,0,0,0.061,797.96777,22.05024339,14.80446228,0.133523318,0.103348851,-4.284578022,1.861336771,0.096596371,2,Cu/Ti
58730,-15,39,0,13.106012,0,0,0,0,86.893988,0,0,0,0,0,0,0.06,797.5624,21.67774603,14.71513987,0.133242405,0.101308917,-4.099801138,1.863303166,0.094490506,2,Cu/Ti
58731,-13,-39,0,50.642531,0,0,0,0,49.357469,0,0,0,0,0,0,0.216,922.94897,90.30871082,68.21062947,0.148257012,0.134889731,-8.998513754,1.758200913,0.13998844,2,Cu/Ti
58732,-13,-37,0,49.345655,0,0,0,0,50.654345,0,0,0,0,0,0,0.21,913.17912,86.87072969,65.29557468,0.147738262,0.135362952,-8.998458597,1.761832166,0.139988011,2,Cu/Ti
58733,-13,-35,0,48.048779,0,0,0,0,51.951221,0,0,0,0,0,0,0.205,903.40926,83.89510093,62.84287226,0.147219512,0.135748074,-8.986293852,1.765463419,0.139893356,2,Cu/Ti
58734,-13,-33,0,46.751903,0,0,0,0,53.248097,0,0,0,0,0,0,0.2,893.63941,80.96373055,60.43442822,0.146700761,0.136043976,-8.962019517,1.769094672,0.139704284,2,Cu/Ti
58735,-13,-31,0,45.455027,0,0,0,0,54.544973,0,0,0,0,0,0,0.195,883.86956,78.07661758,58.0702416,0.146182011,0.136249333,-8.925635594,1.772725924,0.13942041,2,Cu/Ti
